city_name,country,city_lat,city_lon,population,max_precip_raw,max_precip,cell_idx,time_idx,timestamp,lat,lon,continent
Vadsø,Norway,70.0965968,29.7657493,5139,0.0189040694385767,18.9040694385767,165367,7162,2082-06-14T09:00:00.000000000,70.05271911621094,29.6875,Europe
Bitola,North Macedonia,41.039057,21.3395137,86528,0.0188760180026292,18.87601800262928,978726,26282,2088-12-29T09:00:00.000000000,41.089630126953125,21.342857360839844,Europe
Algha,Kazakhstan,49.9031671,57.334991,28267,0.0188750531524419,18.87505315244198,658129,22519,2087-09-16T00:00:00.000000000,49.94727325439453,57.22996520996094,Asia
Dillingham,United States of America,59.0565603,-158.4803121,2488,0.0188687574118375,18.86875741183757,396117,22149,2087-07-31T18:00:00.000000000,59.01581573486328,201.64044189453125,North America
Isikul,Russia,54.9287002,71.2682491,21136,0.0188583210110664,18.85832101106644,507383,24849,2088-07-03T06:00:00.000000000,54.8681869506836,71.25,Europe
Zhetiqara,Kazakhstan,52.1929757,61.2399206,46740,0.0188531633466482,18.853163346648216,586773,24866,2088-07-05T09:00:00.000000000,52.19683456420898,61.27306365966797,Asia
Salum,Egypt,31.5669737,25.1500305,7330,0.0188237335532903,18.823733553290367,1392973,8338,2082-11-08T09:00:00.000000000,31.59929656982422,25.113773345947266,Africa
Kenai,United States of America,60.5543516,-151.2580131,7610,0.0188017375767231,18.8017375767231,359648,32477,2091-02-11T18:00:00.000000000,60.49208831787109,208.867919921875,North America
Rongzhag,China,30.950448,101.9166626,70000,0.0187936332076787,18.793633207678795,1423900,21991,2087-07-12T00:00:00.000000000,30.96660804748535,101.94313049316406,Asia
Segezha,Russia,63.7547764,34.3243025,33354,0.0187833234667778,18.7833234667778,283608,12895,2084-05-31T00:00:00.000000000,63.7961311340332,34.37665939331055,Europe
Oum el Bouaghi,Algeria,35.8499972,7.1499965,100821,0.0187754724174737,18.7754724174738,1199721,10987,2083-10-05T12:00:00.000000000,35.817222595214844,7.083870887756348,Africa
Qala i Naw,Afghanistan,34.9830001,63.1332996,2997,0.0187715087085962,18.77150870859623,1234531,20357,2086-12-19T18:00:00.000000000,35.04393768310547,63.09160232543945,Asia
Millerovo,Russia,48.9378514,40.3974202,38527,0.0187699683010578,18.769968301057816,692888,18812,2086-06-09T15:00:00.000000000,48.89279174804688,40.33955764770508,Europe
Burgos,Spain,42.3503982,-3.6799669,170183,0.0187475271522998,18.74752715229988,934275,11027,2083-10-10T12:00:00.000000000,42.28470993041992,356.1786193847656,Europe
Osh,Kyrgyzstan,40.5404053,72.7900166,391277,0.0187384579330682,18.738457933068275,1001646,32922,2091-04-08T09:00:00.000000000,40.52724075317383,72.96610260009766,Asia
Djelfa,Algeria,34.6799878,3.2500236,170901,0.0187315437942743,18.73154379427433,1256102,37356,2092-10-13T15:00:00.000000000,34.55184555053711,3.404791831970215,Africa
Bugulma,Russia,54.5543303,52.7942863,91900,0.0187165085226297,18.71650852262973,517402,36193,2092-05-21T06:00:00.000000000,54.516693115234375,52.691551208496094,Europe
Golyshmanovo,Russia,56.3819448,68.371475,13424,0.0186916980892419,18.69169808924198,465939,30898,2090-07-29T09:00:00.000000000,56.34446334838867,68.38509368896484,Europe
Klaksvík,Faroe Islands,62.2374783,-6.5390115,4664,0.0186905413866043,18.69054138660431,319131,37240,2092-09-29T03:00:00.000000000,62.24955749511719,353.4586486816406,Europe
Enurmino,Russia,66.9500078,-171.8166032,297,0.0186799522489309,18.67995224893093,221768,13335,2084-07-25T00:00:00.000000000,66.88927459716797,188.1081085205078,Europe
Masindi-Port,Uganda,1.7003988,32.0699182,8319,0.0186600722372531,18.66007223725319,3173088,21117,2087-03-24T18:00:00.000000000,1.7223198413848877,32.0,Africa
Fort Good Hope,Canada,66.2666128,-128.6333218,597,0.0186472926288843,18.647292628884315,232717,16568,2085-09-02T03:00:00.000000000,66.32688903808594,231.46627807617188,North America
Călărași,Romania,44.2062797,27.3259183,73224,0.018645741045475,18.64574104547501,859519,21814,2087-06-19T21:00:00.000000000,44.18277740478516,27.30182838439941,Europe
Qalat,Afghanistan,32.1122634,66.8867594,12191,0.0186418108642101,18.64181086421013,1366778,20182,2086-11-27T21:00:00.000000000,32.16168594360352,66.81983184814453,Asia
Andijan,Uzbekistan,40.7900025,72.3399666,650000,0.0186317097395658,18.63170973956585,987538,30104,2090-04-21T03:00:00.000000000,40.87873458862305,72.46088409423828,Asia
Melitopol,Ukraine,46.8378245,35.3774682,158000,0.0186210479587316,18.62104795873165,765287,5311,2081-10-26T00:00:00.000000000,46.78382873535156,35.331180572509766,Europe
Kilis,Turkey,36.7204059,37.1199975,82301,0.0186091512441635,18.60915124416352,1163087,20050,2086-11-11T09:00:00.000000000,36.66080856323242,37.15596389770508,Asia
Qasserine,Tunisia,35.1803965,8.829993,81987,0.0186077076941728,18.60770769417286,1227781,19958,2086-10-30T21:00:00.000000000,35.184532165527344,8.839285850524902,Africa
Kayunga,Uganda,0.7025,32.8886111,21704,0.0186061225831508,18.606122583150864,3244029,35715,2092-03-22T12:00:00.000000000,0.7381370663642883,32.84929275512695,Africa
Helsingborg,Sweden,56.04129118096808,12.723269742553532,91304,0.0186010766774415,18.6010766774416,475341,16683,2085-09-16T12:00:00.000000000,55.99296951293945,12.725409507751465,Europe
Tarma,Peru,-11.4100154,-75.7299876,51350,0.0185958202928304,18.595820292830467,4078763,35130,2092-01-09T09:00:00.000000000,-11.353251457214355,284.2653503417969,South America
Bariloche,Argentina,-41.1499573,-71.2999996,95394,0.018592394888401,18.59239488840103,5623362,27575,2089-06-09T00:00:00.000000000,-41.15992736816406,288.6695251464844,South America
Olenyok,Russia,68.5250021,112.4500248,10,0.0185779817402362,18.57798174023628,190690,36887,2092-08-16T00:00:00.000000000,68.57644653320312,112.42718505859376,Europe
Samarkand,Uzbekistan,39.6700191,66.9449987,708000,0.0185710601508617,18.57106015086174,1032979,35737,2092-03-25T06:00:00.000000000,39.75395202636719,66.96800994873047,Asia
Wallace,United States of America,47.4742198,-115.9268881,1028,0.0185661762952804,18.566176295280457,742155,31500,2090-10-12T15:00:00.000000000,47.48681640625,243.9901428222656,North America
Irbid,Jordan,32.5499886,35.8499975,650000,0.0185626298189163,18.56262981891632,1353299,20219,2086-12-02T12:00:00.000000000,32.4428825378418,35.75941848754883,Asia
Horlivka,Ukraine,48.2996474,38.0546691,396885,0.0185418128967285,18.54181289672852,709453,4049,2081-05-21T06:00:00.000000000,48.40070343017578,38.20469665527344,Europe
Marrakesh,Morocco,31.631939,-8.0019333,872000,0.0185343157500028,18.53431575000286,1396005,37554,2092-11-07T09:00:00.000000000,31.59929656982422,351.9161682128906,Africa
Coro,Venezuela,11.4200122,-69.6799952,195227,0.0185121577233076,18.51215772330761,2523595,34572,2091-10-31T15:00:00.000000000,11.353251457214355,290.356201171875,South America
Gobernador Gregores,Argentina,-48.7665983,-70.250012,2519,0.0185107998549938,18.51079985499382,5904240,32583,2091-02-25T00:00:00.000000000,-48.82249450683594,289.8305053710937,South America
Krasnoarmeysk,Russia,51.0173885,45.6974068,25841,0.0184972882270813,18.4972882270813,624088,31281,2090-09-15T06:00:00.000000000,51.00175476074219,45.72450637817383,Europe
Hrodna,Belarus,53.6778721,23.8340901,317365,0.0184853710234165,18.48537102341652,539857,21650,2087-05-30T09:00:00.000000000,53.743408203125,23.711538314819336,Europe
Coburg,Germany,50.2666075,10.9666068,61054,0.0184708591550588,18.47085915505886,648689,1673,2080-07-28T06:00:00.000000000,50.22846984863281,10.894737243652344,Europe
Camrose,Canada,53.016698,-112.8166386,15808,0.0184680502861738,18.46805028617382,562156,30655,2090-06-29T00:00:00.000000000,53.04042053222656,247.2452850341797,North America
Cholpon Ata,Kyrgyzstan,42.6513359,77.0810725,18595,0.0184639412909746,18.463941290974617,918552,25455,2088-09-17T00:00:00.000000000,42.63620376586914,76.99114990234375,Asia
Abakan,Russia,53.7036845,91.445002,167289,0.0184487272053957,18.4487272053957,538171,21967,2087-07-09T00:00:00.000000000,53.81370544433594,91.38728332519533,Europe
Sangar,Russia,63.9241459,127.4739139,4633,0.018420847132802,18.42084713280201,280991,30608,2090-06-23T03:00:00.000000000,63.93672943115234,127.44000244140624,Europe
Kamensk Shakhtinskiy,Russia,48.3317643,40.251796,75814,0.0184108689427375,18.41086894273758,709467,37637,2092-11-17T18:00:00.000000000,48.40070343017578,40.318790435791016,Europe
At Bashy,Kyrgyzstan,41.1724856,75.7968099,15601,0.0184054300189018,18.405430018901825,976353,12658,2084-05-01T09:00:00.000000000,41.15992736816406,75.83690643310547,Asia
Quirihue,Chile,-36.280022,-72.5300021,6529,0.0184010248631238,18.401024863123894,5417917,4166,2081-06-04T21:00:00.000000000,-36.239013671875,287.5552673339844,South America
Sodankylä,Finland,67.4170593,26.6000195,8942,0.0183896068483591,18.389606848359108,211956,4957,2081-09-11T18:00:00.000000000,67.3813705444336,26.50306701660156,Europe
