city_name,country,city_lat,city_lon,population,max_temp_raw,max_temp,cell_idx,time_idx,timestamp,lat,lon
Medina,Saudi Arabia,24.5019349,39.5780565,1010000,327.1926574707031,54.04265747070315,1746952,30995,2090-08-10T12:00:00.000000000,24.569419860839844,39.657752990722656
Gila Bend,United States of America,32.9503776,-112.7246546,2088,327.1578674316406,54.00786743164065,1329019,30806,2090-07-17T21:00:00.000000000,33.005271911621094,247.2515411376953
Nizwa,Oman,22.92639,57.5314131,72076,327.156982421875,54.00698242187502,1838017,33371,2091-06-03T12:00:00.000000000,22.88224983215332,57.5286750793457
Adrar,Algeria,27.8699901,-0.2899671,56910,327.0536804199219,53.9036804199219,1582377,13108,2084-06-26T15:00:00.000000000,27.803163528442383,359.6962890625
Al Qamishli,Syria,37.0300252,41.2299792,104107,327.01123046875,53.86123046875002,1150952,16299,2085-07-30T12:00:00.000000000,36.94200134277344,41.26482391357422
Nusaybin,Turkey,37.0749837,41.218352,152668,327.01123046875,53.86123046875002,1150952,16299,2085-07-30T12:00:00.000000000,36.94200134277344,41.26482391357422
Kohat,Pakistan,33.6026892,71.4326835,343027,327.0024108886719,53.8524108886719,1304714,30610,2090-06-23T09:00:00.000000000,33.49736404418945,71.50990295410156
Palm Springs,United States of America,33.7773556,-116.5330526,390115,326.9896240234375,53.83962402343752,1293360,30815,2090-07-19T00:00:00.000000000,33.77855682373047,243.58209228515625
Chimboy,Uzbekistan,42.9311379,59.7707596,36917,326.9662170410156,53.81621704101565,907612,36698,2092-07-23T09:00:00.000000000,42.917396545410156,59.821956634521484
Smara,Morocco,26.7332894,-11.6833285,48149,326.92498779296875,53.77498779296877,1636083,30892,2090-07-28T15:00:00.000000000,26.748682022094727,348.3517761230469
Rafha,Saudi Arabia,29.6202191,43.4948022,64755,326.91448974609375,53.76448974609377,1488189,16299,2085-07-30T12:00:00.000000000,29.630929946899414,43.48783493041992
Qarshi,Uzbekistan,38.8704297,65.800004,386361,326.8905029296875,53.74050292968752,1073607,13290,2084-07-19T09:00:00.000000000,38.769771575927734,65.68894958496094
Ar Raqqah,Syria,35.9303766,39.0199849,177636,326.88568115234375,53.73568115234377,1190718,10443,2083-07-29T12:00:00.000000000,36.02811813354492,38.93782424926758
Kuybyshevskiy,Tajikistan,37.9793988,68.688975,8925,326.8559875488281,53.70598754882815,1109089,36722,2092-07-26T09:00:00.000000000,37.926185607910156,68.7382583618164
Bullhead City,United States of America,35.1481763,-114.5674878,37989,326.8551330566406,53.70513305664065,1232980,30815,2090-07-19T00:00:00.000000000,35.114234924316406,245.35031127929688
Ciudad Valles,Mexico,21.9799878,-99.0200131,114964,326.8362731933594,53.6862731933594,1894295,24526,2088-05-23T21:00:00.000000000,21.8980655670166,261.1202392578125
Scottsdale,United States of America,33.48853732982781,-111.92541842334307,15401,326.8043518066406,53.65435180664065,1309534,30807,2090-07-18T00:00:00.000000000,33.42706298828125,248.0840606689453
Mesa,United States of America,33.414795714987406,-111.82096696450179,1085394,326.8043518066406,53.65435180664065,1309534,30807,2090-07-18T00:00:00.000000000,33.42706298828125,248.0840606689453
Denow,Uzbekistan,38.2771584,67.8871635,217274,326.7970275878906,53.64702758789065,1097199,36714,2092-07-25T09:00:00.000000000,38.20738220214844,67.89473724365234
Ouargla,Algeria,31.9699724,5.3400252,176271,326.7951354980469,53.6451354980469,1372834,13084,2084-06-23T15:00:00.000000000,32.021087646484375,5.428226947784424
Girga,Egypt,26.3303683,31.8800073,128250,326.7745361328125,53.62453613281252,1658304,16323,2085-08-02T12:00:00.000000000,26.256589889526367,32.00878143310547
Arar,Saudi Arabia,30.9900063,41.0206897,222016,326.7464904785156,53.59649047851565,1416589,16307,2085-07-31T12:00:00.000000000,31.10720443725586,41.15201950073242
Serdar,Turkmenistan,38.9755396,56.2777946,48458,326.7392578125,53.58925781250002,1064757,36715,2092-07-25T12:00:00.000000000,38.98066711425781,56.342464447021484
Lake Havasu City,United States of America,34.4982935,-114.3082789,56133,326.7366638183594,53.5866638183594,1261411,30815,2090-07-19T00:00:00.000000000,34.481544494628906,245.62973022460938
Kom Ombo,Egypt,24.4699909,32.9500195,303962,326.7360534667969,53.5860534667969,1750623,16347,2085-08-05T12:00:00.000000000,24.499120712280273,32.980770111083984
Hassi Messaoud,Algeria,31.7023401,6.0544519,18124,326.7186584472656,53.56865844726565,1389460,13092,2084-06-24T15:00:00.000000000,31.66959571838379,6.043165683746338
Mirpur Khas,Pakistan,25.5317865,69.0117976,356435,326.7142333984375,53.56423339843752,1691624,9930,2083-05-26T09:00:00.000000000,25.6239013671875,68.86956787109375
Suhar,Oman,24.3619733,56.734419,151349,326.6853942871094,53.5353942871094,1762115,36730,2092-07-27T09:00:00.000000000,24.288225173950195,56.64536666870117
Luxor,Egypt,25.7000191,32.6500378,609248,326.68389892578125,53.53389892578127,1687578,16324,2085-08-02T15:00:00.000000000,25.69420051574707,32.70946502685547
Las Vegas,United States of America,36.16476322583196,-115.15136155601854,1823000,326.6803894042969,53.5303894042969,1186317,30966,2090-08-06T21:00:00.000000000,36.16871643066406,245.10389709472656
Rawalpindi,Pakistan,33.59100229452351,73.06750207299349,1858000,326.6651916503906,53.51519165039065,1301500,30538,2090-06-14T09:00:00.000000000,33.56766128540039,73.15985107421875
Islamabad,Pakistan,33.689368483707085,73.08063017764825,780000,326.6651916503906,53.51519165039065,1301500,30538,2090-06-14T09:00:00.000000000,33.56766128540039,73.15985107421875
I-n-Salah,Algeria,27.2166449,2.4666088,49223,326.655029296875,53.50502929687502,1607409,13092,2084-06-24T15:00:00.000000000,27.240772247314453,2.5083611011505127
Zakho,Iraq,37.1445402,42.6872029,134863,326.60968017578125,53.45968017578127,1141878,16315,2085-08-01T12:00:00.000000000,37.15290069580078,42.619049072265625
Farah,Afghanistan,32.3917296,62.0968192,73647,326.5780029296875,53.42800292968752,1356832,30851,2090-07-23T12:00:00.000000000,32.372581481933594,62.03883361816406
Touggourt,Algeria,33.0999809,6.0599812,133954,326.5552062988281,53.40520629882815,1317079,10188,2083-06-27T15:00:00.000000000,33.21616744995117,6.096059322357178
Qunghirot,Uzbekistan,43.0704059,58.9000118,57758,326.55499267578125,53.40499267578127,902224,36698,2092-07-23T09:00:00.000000000,43.0579948425293,58.92856979370117
Kondoz,Afghanistan,36.7279507,68.8725297,259809,326.5461730957031,53.39617309570315,1160307,30850,2090-07-23T09:00:00.000000000,36.73110580444336,68.85826873779297
Sialkote,Pakistan,32.5200163,74.5600378,477396,326.5382080078125,53.38820800781252,1353653,30538,2090-06-14T09:00:00.000000000,32.4428825378418,74.47144317626953
Makkah,Saudi Arabia,21.4319672,39.8180936,1385000,326.5123291015625,53.36232910156252,1923152,4243,2081-06-14T12:00:00.000000000,21.335676193237305,39.633026123046875
Amritsar,India,31.6419384,74.8680472,1212000,326.4990539550781,53.34905395507815,1396773,33266,2091-05-21T09:00:00.000000000,31.52899742126465,74.60526275634766
Ben Gardane,Tunisia,33.1403919,11.220028,19843,326.495361328125,53.34536132812502,1323626,10203,2083-06-29T12:00:00.000000000,33.07556915283203,11.277641296386719
Chegga,Mauritania,25.3804004,-5.7799679,10,326.48272705078125,53.33272705078127,1705604,33940,2091-08-13T15:00:00.000000000,25.41300392150879,354.1495056152344
Hisar,India,29.1699882,75.7250313,544829,326.4722595214844,53.3222595214844,1505801,33330,2091-05-29T09:00:00.000000000,29.279436111450195,75.58755493164062
Hyderabad,Pakistan,25.3819329,68.3730431,1459000,326.43121337890625,53.28121337890627,1695302,27394,2089-05-17T09:00:00.000000000,25.55360221862793,68.59934997558594
Alwar,India,27.5453587,76.6049259,283228,326.4301452636719,53.2801452636719,1597406,33330,2091-05-29T09:00:00.000000000,27.451669692993164,76.71141052246094
Manbij,Syria,36.5266451,37.9563289,120169,326.41070556640625,53.26070556640627,1163095,10435,2083-07-28T12:00:00.000000000,36.66080856323242,38.099605560302734
Tripoli,Libya,32.8925,13.1800118,2189000,326.40631103515625,53.25631103515627,1339965,27675,2089-06-21T12:00:00.000000000,32.72407531738281,13.296703338623047
An Nabk,Saudi Arabia,31.333302,37.3332965,10000,326.3980407714844,53.2480407714844,1406472,16315,2085-08-01T12:00:00.000000000,31.31810188293457,37.33015441894531
Bhiwani,India,28.8100102,76.1250069,190855,326.3803405761719,53.2303405761719,1533700,33330,2091-05-29T09:00:00.000000000,28.7170467376709,76.02739715576172
El Oued,Algeria,33.3704037,6.8599841,177497,326.36834716796875,53.21834716796877,1304133,27732,2089-06-28T15:00:00.000000000,33.49736404418945,6.794554233551025
Jalalabad,Afghanistan,34.4415269,70.4361035,597971,326.35546875,53.20546875000002,1259866,27635,2089-06-16T12:00:00.000000000,34.481544494628906,70.50377655029297
Jeddah,Saudi Arabia,21.5188353,39.2172517,3012000,326.3493347167969,53.1993347167969,1923150,37211,2092-09-25T12:00:00.000000000,21.335676193237305,39.44954299926758
Douma,Syria,33.5833364,36.3999898,496145,326.338134765625,53.18813476562502,1304400,16323,2085-08-02T12:00:00.000000000,33.49736404418945,36.53465270996094
Damascus,Syria,33.5019799,36.29805,2466000,326.338134765625,53.18813476562502,1304400,16323,2085-08-02T12:00:00.000000000,33.49736404418945,36.53465270996094
Qoqon,Uzbekistan,40.5404053,70.9400004,350000,326.3351135253906,53.18511352539065,995977,27970,2089-07-28T09:00:00.000000000,40.66783905029297,71.00566864013672
Lashkar Gah,Afghanistan,31.582998,64.3599996,201546,326.296875,53.14687500000002,1393336,13218,2084-07-10T09:00:00.000000000,31.59929656982422,64.23951721191406
Tozeur,Tunisia,33.9304212,8.1299841,39504,326.2831726074219,53.1331726074219,1284837,27732,2089-06-28T15:00:00.000000000,33.91915512084961,8.192020416259766
Namangan,Uzbekistan,41.0000155,71.6699816,750000,326.2753601074219,53.1253601074219,987531,27962,2089-07-27T09:00:00.000000000,40.87873458862305,71.5647201538086
Goulimine,Morocco,28.979974,-10.0700161,115267,326.2719421386719,53.1219421386719,1522374,30892,2090-07-28T15:00:00.000000000,28.998241424560547,349.88531494140625
Tamuín,Mexico,21.9803754,-98.7500037,14748,326.26409912109375,53.11409912109377,1886519,24526,2088-05-23T21:00:00.000000000,22.038663864135742,261.2873229980469
Marrakesh,Morocco,31.631939,-8.0019333,872000,326.24053955078125,53.09053955078127,1392665,16372,2085-08-08T15:00:00.000000000,31.66959571838379,351.9064636230469
Sakakah,Saudi Arabia,29.9999971,40.1333045,128332,326.2333984375,53.08339843750002,1470955,16315,2085-08-01T12:00:00.000000000,29.982423782348633,40.17482376098633
