city_name,country,city_lat,city_lon,population,max_precip_raw,max_precip,cell_idx,time_idx,timestamp,lat,lon
Khulna,Bangladesh,22.8419329,89.5580549,1553000,0.22288531064987183,222.88531064987183,1838356,33351,2091-06-01T00:00:00.000000000,22.88224983215332,89.34306335449219
Alipur Duar,India,26.4837439,89.566667,127342,0.22171153128147125,221.71153128147125,1647975,30620,2090-06-24T15:00:00.000000000,26.467485427856445,89.50440216064453
Myeik,Myanmar,12.4540835,98.6114896,266720,0.22002708911895752,220.02708911895752,2454286,33220,2091-05-15T15:00:00.000000000,12.407732963562012,98.610107421875
Mymensingh,Bangladesh,24.750413,90.3800024,330126,0.21958118677139282,219.58118677139282,1743743,7221,2082-06-21T18:00:00.000000000,24.639719009399414,90.48179626464844
Mawlamyine,Myanmar,16.5004256,97.6700484,438861,0.21835409104824066,218.35409104824066,2208201,18808,2086-06-09T03:00:00.000000000,16.414762496948242,97.70694732666016
Lạng Sơn,Vietnam,21.8459971,106.7570016,148000,0.21833567321300507,218.33567321300507,1896520,4044,2081-05-20T15:00:00.000000000,21.827768325805664,106.81724548339844
Broome,Australia,-17.9617707,122.2307681,13218,0.21823544800281525,218.23544800281525,4485493,2691,2080-12-02T12:00:00.000000000,-18.031633377075195,122.30545043945312
Buenos Aires,Argentina,-34.61071459139255,-58.43251268766426,12795000,0.21744975447654724,217.44975447654724,5362041,23376,2088-01-01T03:00:00.000000000,-34.973636627197266,301.10546875
Rajshahi,Bangladesh,24.3769296,88.6030744,810000,0.21723461151123047,217.23461151123047,1762447,1309,2080-06-12T18:00:00.000000000,24.288225173950195,88.4664535522461
Rajkot,India,22.3119652,70.7980631,1260000,0.2169034332036972,216.9034332036972,1876707,10361,2083-07-19T06:00:00.000000000,22.179262161254883,70.86687469482422
Nsukka,Nigeria,6.8670343,7.383363,111017,0.21677295863628387,216.77295863628387,2810877,32743,2091-03-17T00:00:00.000000000,6.924428462982178,7.36087703704834
Ujjain,India,23.1904049,75.7900402,513350,0.2162467986345291,216.2467986345291,1826724,22079,2087-07-23T00:00:00.000000000,23.0931453704834,75.69037628173828
Thongwa,Myanmar,16.7546995,96.5193176,52496,0.2160785049200058,216.0785049200058,2187222,10059,2083-06-11T12:00:00.000000000,16.76625633239746,96.53919982910156
Matadi,Congo (Kinshasa),-5.8166101,13.4500211,245862,0.2152394950389862,215.2394950389862,3703077,15055,2085-02-25T00:00:00.000000000,-5.729349613189697,13.541147232055664
Kinshasa,Congo (Kinshasa),-4.3277782,15.313026,7843000,0.21520398557186127,215.20398557186127,3591326,21128,2087-03-26T03:00:00.000000000,-4.112477779388428,15.415987014770508
Brazzaville,Congo (Brazzaville),-4.2572399,15.2827436,1355000,0.21520398557186127,215.20398557186127,3591326,21128,2087-03-26T03:00:00.000000000,-4.112477779388428,15.415987014770508
Guapi,Colombia,2.560398,-77.8599868,13853,0.21445642411708832,214.45642411708832,3121379,33018,2091-04-20T09:00:00.000000000,2.4956061840057373,282.1056823730469
Tartagal,Argentina,-22.5500073,-63.8100175,60819,0.21423333883285522,214.23333883285522,4746225,35036,2091-12-28T15:00:00.000000000,-22.60105323791504,296.168212890625
San Justo,Argentina,-30.7828898,-60.5832894,9607,0.21350941061973572,213.50941061973572,5169411,17816,2086-02-05T03:00:00.000000000,-30.82600975036621,299.46807861328125
Port Harcourt,Nigeria,4.8119481,7.0080549,1020000,0.2122488170862198,212.2488170862198,2940364,35558,2092-03-02T21:00:00.000000000,5.02636194229126,6.826051235198975
Surat,India,21.2019296,72.8380936,3842000,0.2118447721004486,211.8447721004486,1919593,30878,2090-07-26T21:00:00.000000000,21.405975341796875,72.82653045654297
Owerri,Nigeria,5.4929971,7.0260036,215038,0.21181054413318634,211.81054413318634,2911338,33213,2091-05-14T18:00:00.000000000,5.448154449462891,7.009113311767578
Mackay,Australia,-21.1438916,149.1500069,75922,0.21177658438682556,211.77658438682556,4662870,29482,2090-02-02T09:00:00.000000000,-21.124780654907227,149.0853729248047
Katherine,Australia,-14.4666247,132.266593,10141,0.21169011294841766,211.69011294841766,4270666,20571,2087-01-15T12:00:00.000000000,-14.446396827697754,132.28915405273438
Dakar,Senegal,14.7177776,-17.475076,2604000,0.21154379844665527,211.54379844665527,2308854,25369,2088-09-06T06:00:00.000000000,14.797890663146973,342.7374267578125
Chiayi,Taiwan,23.4754521,120.4350671,500000,0.2111278921365738,211.1278921365738,1804330,24892,2088-07-08T15:00:00.000000000,23.514938354492188,120.31578826904297
Sittwe,Myanmar,20.1399968,92.8800048,179032,0.2110731303691864,211.0731303691864,1994994,33434,2091-06-11T09:00:00.000000000,20.07029914855957,92.79279327392578
Dhanbad,India,23.8023394,86.4180399,1246000,0.21101334691047668,211.01334691047668,1785026,30548,2090-06-15T15:00:00.000000000,23.866432189941406,86.28571319580078
Qingyuan,China,23.7003996,113.0300927,706717,0.2107403576374054,210.7403576374054,1796664,21838,2087-06-22T21:00:00.000000000,23.655534744262695,113.16455841064453
Haikou,China,20.0500023,110.3200256,2046189,0.21017712354660034,210.17712354660034,2007191,33932,2091-08-12T15:00:00.000000000,19.85940170288086,110.20957946777344
Burhanpur,India,21.284520155461166,76.17240563336235,197233,0.21016883850097656,210.16883850097656,1919628,13100,2084-06-25T15:00:00.000000000,21.405975341796875,76.04081726074219
Comilla,Bangladesh,23.4704136,91.16998,389411,0.21003730595111847,210.03730595111847,1804021,24443,2088-05-13T12:00:00.000000000,23.514938354492188,91.04210662841797
Kōchi,Japan,33.5624333,133.5375232,335570,0.20975817739963531,209.75817739963531,1305271,37045,2092-09-04T18:00:00.000000000,33.49736404418945,133.55198669433594
Umuahia,Nigeria,5.532003,7.4860025,264662,0.2076055258512497,207.6055258512497,2906521,29742,2090-03-06T21:00:00.000000000,5.518453121185303,7.537313461303711
Tumbes,Peru,-3.5700289,-80.4599832,109223,0.20660318434238434,206.60318434238434,3565434,21081,2087-03-20T06:00:00.000000000,-3.690685272216797,279.49676513671875
Vadodara,India,22.3119652,73.1780728,1756000,0.20628347992897034,206.28347992897034,1876730,13142,2084-06-30T21:00:00.000000000,22.179262161254883,73.00309753417969
Mudon,Myanmar,16.2618355,97.7214664,152300,0.20594875514507294,205.94875514507294,2220829,24594,2088-06-01T09:00:00.000000000,16.203866958618164,97.77040100097656
Ninh Bình,Vietnam,20.254305,105.9750195,130517,0.20557406544685364,205.57406544685364,1983174,3831,2081-04-24T00:00:00.000000000,20.28119468688965,106.08433532714844
Gemena,Congo (Kinshasa),3.2600193,19.7699971,198056,0.20544882118701935,205.44882118701935,3063043,20900,2087-02-25T15:00:00.000000000,3.268892765045166,19.701129913330078
Libreville,Gabon,0.3853886,9.457965,578156,0.20539499819278717,205.39499819278717,3274333,24007,2088-03-20T00:00:00.000000000,0.3163444697856903,9.3515625
Mombasa,Kenya,-4.0380802,39.6879723,882000,0.20507895946502686,205.07895946502686,3581836,17091,2085-11-06T12:00:00.000000000,-3.9718804359436035,39.57654571533203
Nawabganj,Bangladesh,24.5803976,88.3499971,142361,0.20491954684257507,204.91954684257507,1751198,12996,2084-06-12T15:00:00.000000000,24.499120712280273,88.26923370361328
Akola,India,20.7099878,77.0100175,503502,0.20422163605690002,204.22163605690002,1962987,13094,2084-06-24T21:00:00.000000000,20.632688522338867,76.92230224609375
Liuzhou,China,24.32077729521669,109.41352949573252,1497000,0.2042182832956314,204.2182832956314,1755161,12989,2084-06-11T18:00:00.000000000,24.428821563720703,109.21024322509766
Nampo,North Korea,38.7688666,125.450488,1127000,0.20400045812129974,204.00045812129974,1068239,16501,2085-08-24T18:00:00.000000000,38.910369873046875,125.4582748413086
Pathein,Myanmar,16.7704092,94.7499682,237089,0.202885240316391,202.885240316391,2191385,36396,2092-06-15T15:00:00.000000000,16.69595718383789,94.64183044433594
Krishnanagar,India,23.3803416,88.5300378,145926,0.20237377285957336,202.37377285957336,1807795,21820,2087-06-20T15:00:00.000000000,23.444639205932617,88.48580169677734
Phuket,Thailand,7.8765334,98.3815295,141618,0.20219038426876068,202.19038426876068,2750756,21647,2087-05-30T00:00:00.000000000,7.83831262588501,98.5166244506836
Narayanganj,Bangladesh,23.6204045,90.4999951,223622,0.2021884173154831,202.1884173154831,1800217,27508,2089-05-31T15:00:00.000000000,23.585237503051758,90.37934875488281
Silchar,India,24.7904106,92.7900362,152393,0.20217084884643555,202.17084884643555,1740034,21711,2087-06-07T00:00:00.000000000,24.71001625061035,92.79742431640625
Navsari,India,20.8503927,72.9200345,163000,0.20110003650188446,201.10003650188446,1955025,22265,2087-08-15T06:00:00.000000000,20.773286819458008,72.89180755615234
Pyongyang,North Korea,39.0213846,125.7527449,3300000,0.20095223188400269,200.95223188400269,1065318,16501,2085-08-24T18:00:00.000000000,38.98066711425781,125.50685119628906
Bhopal,India,23.2519337,77.4080472,1727000,0.20093175768852234,200.93175768852234,1807680,16317,2085-08-01T18:00:00.000000000,23.444639205932617,77.60252380371094
Cairns,Australia,-16.8878399,145.7633309,154225,0.1994856894016266,199.4856894016266,4411091,5917,2082-01-09T18:00:00.000000000,-16.76625633239746,145.84129333496094
Jizan,Saudi Arabia,16.9065507,42.5565649,105198,0.19938014447689056,199.38014447689056,2182415,28197,2089-08-25T18:00:00.000000000,16.83655548095703,42.6315803527832
Camocim,Brazil,-2.8999922,-40.8500236,44481,0.19871515035629272,198.71515035629272,3511544,9193,2083-02-23T06:00:00.000000000,-2.9173989295959473,319.1632995605469
Linchuan,China,27.9703457,116.3600187,241104,0.19807186722755432,198.07186722755432,1572871,24669,2088-06-10T18:00:00.000000000,27.94375991821289,116.38105773925781
Ahmedabad,India,23.0319988,72.5780578,5375000,0.19799429178237915,197.99429178237915,1842013,16267,2085-07-26T12:00:00.000000000,22.81195068359375,72.46875
Pointe-Noire,Congo (Brazzaville),-4.7700073,11.8800394,659084,0.19770504534244537,197.70504534244537,3644999,35731,2092-03-24T12:00:00.000000000,-4.8857645988464355,11.777777671813965
Karachi,Pakistan,24.8719381,66.9880631,12130000,0.19760601222515106,197.60601222515106,1747236,22287,2087-08-18T00:00:00.000000000,24.569419860839844,66.9946517944336
Chengdu,China,30.6719459,104.0680736,4123000,0.19731448590755463,197.31448590755463,1447644,16496,2085-08-24T03:00:00.000000000,30.474515914916992,104.06580352783203
Jiujiang,China,29.7299799,115.9800419,545616,0.19698265194892883,196.98265194892883,1481991,13123,2084-06-28T12:00:00.000000000,29.771528244018555,116.13240051269531
Trat,Thailand,12.2370031,102.5090016,21590,0.19508697092533112,195.08697092533112,2467645,33361,2091-06-02T06:00:00.000000000,12.196836471557617,102.47525024414062
St.-Denis,France,-20.8788948,55.4480778,190047,0.1948944628238678,194.8944628238678,4646066,15392,2085-04-08T03:00:00.000000000,-20.843584060668945,55.566802978515625
Kollam,India,8.9003727,76.5699926,394163,0.19427810609340668,194.27810609340668,2680558,33150,2091-05-06T21:00:00.000000000,8.892794609069824,76.63212585449219
Haldia,India,22.0256698,88.0583353,200762,0.1938054859638214,193.8054859638214,1884649,9837,2083-05-14T18:00:00.000000000,22.038663864135742,87.96086883544922
Edéa,Cameroon,3.8004773,10.1199918,203149,0.19263462722301483,192.63462722301483,3033284,32782,2091-03-21T21:00:00.000000000,3.690685272216797,10.227272987365723
Kaohsiung,Taiwan,22.6333071,120.2666019,2769072,0.19229601323604584,192.29601323604584,1850207,21857,2087-06-25T06:00:00.000000000,22.67135238647461,120.03118133544922
Phangnga,Thailand,8.4510001,98.5339986,9676,0.19183599948883057,191.83599948883057,2708699,33143,2091-05-06T00:00:00.000000000,8.471001625061035,98.58247375488281
Kalyan,India,19.250232,73.1601749,1576614,0.19148461520671844,191.48461520671844,2030893,1830,2080-08-16T21:00:00.000000000,19.43760871887207,73.30357360839844
Mumbai,India,19.06840847529168,72.8758393972653,18978000,0.19148461520671844,191.48461520671844,2030893,1830,2080-08-16T21:00:00.000000000,19.43760871887207,73.30357360839844
Khammam,India,17.2804297,80.1600577,290839,0.19138166308403015,191.38166308403015,2162007,18685,2086-05-24T18:00:00.000000000,17.18804931640625,80.22115325927734
Nanning,China,22.8219341,108.3180985,2167000,0.19106656312942505,191.06656312942505,1846237,21741,2087-06-10T18:00:00.000000000,22.74165153503418,108.35588073730469
Santo António,Sao Tome and Principe,1.6450021,7.4120045,1156,0.1908760964870453,190.8760964870453,3177784,35741,2092-03-25T18:00:00.000000000,1.652021050453186,7.422680377960205
Yaoundé,Cameroon,3.8686465,11.5147049,1611000,0.19011613726615906,190.11613726615906,3028378,30000,2090-04-08T03:00:00.000000000,3.760984182357788,11.551584243774414
Ayr,Australia,-19.5702409,147.3994677,9078,0.1900138258934021,190.0138258934021,4571258,29532,2090-02-08T15:00:00.000000000,-19.50790786743164,147.4677276611328
Sri Jayawardenepura Kotte,Sri Lanka,6.9000039,79.949993,115826,0.18984133005142212,189.84133005142212,2816578,33272,2091-05-22T03:00:00.000000000,6.854129791259766,79.91575622558594
Moratuwa,Sri Lanka,6.7803988,79.8800232,200000,0.18984133005142212,189.84133005142212,2816578,33272,2091-05-22T03:00:00.000000000,6.854129791259766,79.91575622558594
Colombo,Sri Lanka,6.9319658,79.8577506,217000,0.18984133005142212,189.84133005142212,2816578,33272,2091-05-22T03:00:00.000000000,6.854129791259766,79.91575622558594
Bafoulabé,Mali,13.8003837,-10.820022,26823,0.18910670280456543,189.10670280456543,2369493,37147,2092-09-17T12:00:00.000000000,13.813708305358887,349.1636047363281
Hanoi,Vietnam,21.0352731,105.8480683,4378000,0.1883602887392044,188.3602887392044,1939600,13213,2084-07-09T18:00:00.000000000,21.054481506347656,105.9898452758789
Harper,Liberia,4.3753776,-7.7169814,32661,0.18806609511375427,188.06609511375427,2993759,33491,2091-06-18T12:00:00.000000000,4.323374271392822,352.2731018066406
Yeosu,South Korea,34.7367802,127.7458353,341994,0.18784132599830627,187.84132599830627,1247702,10756,2083-09-06T15:00:00.000000000,34.76274108886719,127.82278442382812
Sorong,Indonesia,-0.8554142,131.2849991,125535,0.18782174587249756,187.82174587249756,3352877,12565,2084-04-19T18:00:00.000000000,-0.7381370663642883,131.18524169921875
Can Tho,Vietnam,10.0499925,105.7700191,1121000,0.18765003979206085,187.65003979206085,2593662,18491,2086-04-30T12:00:00.000000000,10.228470802307129,105.72431945800781
Ye,Myanmar,15.2532666,97.8678658,50798,0.18687498569488525,186.87498569488525,2275964,33255,2091-05-20T00:00:00.000000000,15.289981842041016,97.84442138671875
Jiangmen,China,22.5803904,113.0800122,532419,0.18672426044940948,186.72426044940948,1861693,4054,2081-05-21T21:00:00.000000000,22.46045684814453,113.12953186035156
Haiphong,Vietnam,20.8319522,106.6781469,1969000,0.18577173352241516,185.77173352241516,1963313,37223,2092-09-27T00:00:00.000000000,20.632688522338867,106.52875518798828
Siliguri,India,26.720422,88.4550036,515574,0.1853713095188141,185.3713095188141,1637090,4238,2081-06-13T21:00:00.000000000,26.678382873535156,88.50828552246094
Kozhikode,India,11.2523819,75.7680439,953000,0.18533922731876373,185.33922731876373,2525409,33294,2091-05-24T21:00:00.000000000,11.282952308654785,75.6672592163086
Shishou,China,29.7003951,112.400002,231787,0.1853259950876236,185.3259950876236,1485401,19327,2086-08-13T00:00:00.000000000,29.701229095458984,112.44779205322266
Dondo,Angola,-9.6900171,14.430013,2353,0.18528643250465393,185.28643250465393,3970980,35598,2092-03-07T21:00:00.000000000,-9.736379623413086,14.450262069702148
Jashore,Bangladesh,23.1704319,89.1999711,243987,0.18523849546909332,185.23849546909332,1826868,33350,2091-05-31T21:00:00.000000000,23.0931453704834,89.24686431884766
Conakry,Guinea,9.5334687,-13.6821809,1494000,0.18520916998386383,185.20916998386383,2647088,22173,2087-08-03T18:00:00.000000000,9.455183982849121,346.53912353515625
Jaqué,Panama,7.5189584,-78.1660147,1357,0.1849074810743332,184.9074810743332,2776661,11120,2083-10-22T03:00:00.000000000,7.486818790435791,281.84210205078125
Alappuzha,India,9.5004136,76.3700048,176783,0.1846071481704712,184.6071481704712,2639038,36031,2092-05-01T00:00:00.000000000,9.525483131408691,76.29242706298828
Luba,Equatorial Guinea,3.449997,8.5500005,8655,0.18432165682315826,184.32165682315826,3052997,21123,2087-03-25T12:00:00.000000000,3.4094903469085693,8.519417762756348
Kisangani,Congo (Kinshasa),0.5200057,25.2200004,578470,0.18414054811000824,184.14054811000824,3254118,20872,2087-02-22T03:00:00.000000000,0.5975395441055298,25.250783920288086
Saidpur,Bangladesh,25.8004265,88.9999833,232209,0.18389756977558136,183.89756977558136,1677145,24775,2088-06-24T00:00:00.000000000,25.90509605407715,88.9192123413086
Makassar,Indonesia,-5.138013,119.4300817,1262000,0.18382759392261505,183.82759392261505,3651313,9520,2083-04-05T03:00:00.000000000,-4.956063270568848,119.57990264892578
Jamalpur,Bangladesh,24.9004297,89.9500028,167900,0.1835971176624298,183.5971176624298,1732552,18670,2086-05-22T21:00:00.000000000,24.850614547729492,90.09667205810547
Tucumán,Argentina,-26.8140543,-65.21857,830000,0.18353959918022156,183.53959918022156,4966441,17289,2085-12-01T06:00:00.000000000,-26.748682022094727,294.7898254394531
Limbe,Cameroon,4.0303858,9.1900227,212474,0.18290475010871887,182.90475010871887,3018511,9387,2083-03-19T12:00:00.000000000,3.9015817642211914,9.300244331359863
Bhusawal,India,21.0199947,75.8300378,183001,0.1823764443397522,182.3764443397522,1947155,19065,2086-07-11T06:00:00.000000000,20.913883209228516,75.77507781982422
Laoag,Philippines,18.1988491,120.5936104,207048,0.18227168917655945,182.27168917655945,2096437,31110,2090-08-24T21:00:00.000000000,18.312829971313477,120.673828125
Simla,India,31.1000255,77.166597,173503,0.1820387989282608,182.0387989282608,1420295,27922,2089-07-22T09:00:00.000000000,31.03690528869629,77.18861389160156
Cheongju,South Korea,36.6438989,127.5011991,775096,0.18190304934978485,181.90304934978485,1166906,13466,2084-08-10T09:00:00.000000000,36.59050750732422,127.46073150634766
Luanda,Angola,-8.8363403,13.2324812,5172900,0.1814088076353073,181.4088076353073,3901724,36009,2092-04-28T06:00:00.000000000,-8.68189811706543,13.023255348205566
Suva,Fiji,-18.1330159,178.4417073,175399,0.18137457966804504,181.37457966804504,4498453,8663,2082-12-19T00:00:00.000000000,-18.242530822753906,178.50732421875
Baguio,Philippines,16.4299907,120.5699426,447824,0.1812731921672821,181.2731921672821,2208468,34423,2091-10-13T00:00:00.000000000,16.414762496948242,120.57088470458984
Villahermosa,Mexico,17.9999724,-92.8999732,428564,0.180832177400589,180.832177400589,2122757,12207,2084-03-06T00:00:00.000000000,17.891036987304688,267.11651611328125
Darwin,Australia,-12.425354,130.8500386,93080,0.18058188259601593,180.58188259601593,4143787,35432,2092-02-16T03:00:00.000000000,-12.407732963562012,130.85740661621094
Sullana,Peru,-4.8895866,-80.6799956,160789,0.1803315281867981,180.3315281867981,3653468,20889,2087-02-24T06:00:00.000000000,-4.956063270568848,279.3410339355469
Kribi,Cameroon,2.9404265,9.9100305,55224,0.18003374338150024,180.03374338150024,3087708,9614,2083-04-16T21:00:00.000000000,2.9173989295959473,9.84714412689209
Ratchaburi,Thailand,13.5418982,99.821545,106996,0.17973202466964722,179.73202466964722,2383916,9931,2083-05-26T12:00:00.000000000,13.532512664794922,99.89010620117188
Omboué,Gabon,-1.5662235,9.2499674,1667,0.1789599359035492,178.9599359035492,3412038,19591,2086-09-15T00:00:00.000000000,-1.5817222595214844,9.270998001098633
Encarnación,Paraguay,-27.3471848,-55.8739188,357119,0.17886357009410858,178.86357009410858,4995323,2712,2080-12-05T03:00:00.000000000,-27.311071395874023,304.05133056640625
Posadas,Argentina,-27.3578321,-55.8851073,357119,0.17886357009410858,178.86357009410858,4995323,2712,2080-12-05T03:00:00.000000000,-27.311071395874023,304.05133056640625
Yiyang,China,28.6023564,112.3280862,1352000,0.17873944342136383,178.73944342136383,1544583,13191,2084-07-07T00:00:00.000000000,28.50615119934082,112.52559661865234
Kimpese,Congo (Kinshasa),-5.549598,14.4333203,10578,0.17860616743564606,178.60616743564606,3688630,30173,2090-04-29T18:00:00.000000000,-5.518453121185303,14.477611541748047
Ayutthaya,Thailand,14.3587993,100.5684244,145615,0.17856796085834503,178.56796085834503,2340452,18636,2086-05-18T15:00:00.000000000,14.23550033569336,100.4805908203125
Tainan,Taiwan,23.0000031,120.2000427,1876312,0.17841823399066925,178.41823399066925,1827196,21839,2087-06-23T00:00:00.000000000,23.0931453704834,120.12552642822266
Bago,Myanmar,17.3200139,96.5149768,284318,0.17839795351028442,178.39795351028442,2162195,36220,2092-05-24T15:00:00.000000000,17.18804931640625,96.49038696289062
Monrovia,Liberia,6.3145816,-10.7996604,1041000,0.17726857960224152,177.26857960224152,2867831,13599,2084-08-27T00:00:00.000000000,6.151142120361328,349.39849853515625
Galle,Sri Lanka,6.0300053,80.2400012,99478,0.1771061271429062,177.1061271429062,2873833,9857,2083-05-17T06:00:00.000000000,6.010544776916504,80.24186706542969
Leshan,China,29.5690416,103.7314017,1157000,0.17698229849338531,176.98229849338531,1481873,13486,2084-08-12T21:00:00.000000000,29.771528244018555,103.79791259765625
Vila Velha,Brazil,3.2166628,-51.2166519,1209091,0.1769414246082306,176.9414246082306,3081898,6947,2082-05-18T12:00:00.000000000,3.0579965114593506,308.7993469238281
Benin City,Nigeria,6.3424232,5.6180622,1190000,0.17668242752552032,176.68242752552032,2858472,9390,2083-03-19T21:00:00.000000000,6.22144079208374,5.418060302734375
Porbandar,India,21.6699809,69.6700004,234684,0.17650741338729858,176.50741338729858,1903914,31001,2090-08-11T06:00:00.000000000,21.687170028686523,69.5286865234375
Ningbo,China,29.8819166,121.5480919,1923000,0.17613044381141663,176.13044381141663,1485487,13170,2084-07-04T09:00:00.000000000,29.701229095458984,121.42691040039062
Malabo,Equatorial Guinea,3.7500153,8.7832775,155963,0.17607393860816956,176.07393860816956,3038191,9973,2083-05-31T18:00:00.000000000,3.6203866004943848,8.686131477355957
Juradó,Colombia,7.1217475,-77.7564014,2351,0.17596407234668732,175.96407234668732,2805018,1162,2080-05-25T09:00:00.000000000,7.06502628326416,282.3141784667969
Pine Creek,Australia,-13.8161735,131.816698,665,0.17590360343456268,175.90360343456268,4231650,23470,2088-01-12T21:00:00.000000000,-13.813708305358887,131.8566131591797
