city_name,country,city_lat,city_lon,population,max_wind_raw,max_wind,cell_idx,time_idx,timestamp,lat,lon,continent
San José del Guaviare,Colombia,2.5699839,-72.6399954,22136,6.2756123542785645,22.59220447540284,3116456,46844,1966-01-12T15:00:00.000000000,2.5659050941467285,287.30767822265625,South America
Villa O'Higgins,Chile,-48.4668778,-72.5929555,250,6.2750630378723145,22.590226936340333,5889999,49645,1966-12-28T18:00:00.000000000,-48.40070343017578,287.36578369140625,South America
Kaniama,Congo (Kinshasa),-7.5696297,24.1700386,36481,6.270933151245117,22.575359344482425,3827025,48747,1966-09-07T12:00:00.000000000,-7.557117462158203,24.239591598510746,Africa
Benin City,Nigeria,6.3424232,5.6180622,1190000,6.270326137542725,22.57317409515381,2848919,56067,1969-03-10T12:00:00.000000000,6.362038612365723,5.653266429901123,Africa
Lubao,Congo (Kinshasa),-5.3895561,25.7499939,43068,6.267696380615234,22.563706970214845,3683953,50171,1967-03-04T12:00:00.000000000,-5.448154449462891,25.724937438964844,Africa
Olmos,Peru,-5.9795976,-79.7499748,9800,6.267636775970459,22.563492393493654,3721056,3222,1951-02-07T21:00:00.000000000,-5.940246105194092,280.20001220703125,South America
Guiglo,Ivory Coast,6.5504645,-7.4899669,39134,6.250168323516846,22.500605964660647,2839205,35557,1962-03-03T18:00:00.000000000,6.572934627532959,352.5188903808594,Africa
Moyobamba,Peru,-6.0496191,-76.9666563,47734,6.245981216430664,22.485532379150392,3725891,53557,1968-04-30T18:00:00.000000000,-6.010544776916504,283.0608825683594,South America
Bensonville,Liberia,6.433299,-10.6000015,4089,6.244631767272949,22.48067436218262,2853479,42516,1964-07-20T15:00:00.000000000,6.362038612365723,349.3718566894531,Africa
Casma,Peru,-9.4400065,-78.2099913,30000,6.244610786437988,22.48059883117676,3951419,12150,1954-02-27T21:00:00.000000000,-9.384885787963867,281.7289428710937,South America
Forecariah,Guinea,9.4300021,-13.0979966,12358,6.244540691375732,22.48034648895264,2647092,35836,1962-04-07T15:00:00.000000000,9.45518398284912,346.8521728515625,Africa
Kérouané,Guinea,9.270376,-9.0199768,15406,6.243880748748779,22.477970695495607,2656356,9484,1953-03-31T15:00:00.000000000,9.314586639404297,350.9375,Africa
Puyo,Ecuador,-1.483002,-77.9869976,24881,6.239145278930664,22.46092300415039,3410814,4349,1951-06-28T18:00:00.000000000,-1.5114234685897827,282.0427551269531,South America
Ilebo,Congo (Kinshasa),-4.3195955,20.6099975,107093,6.2382426261901855,22.45767345428467,3610986,46985,1966-01-30T06:00:00.000000000,-4.393672943115234,20.4746322631836,Africa
Villavicencio,Colombia,4.153324,-73.6349992,374763,6.236600875854492,22.45176315307617,3007562,47157,1966-02-20T18:00:00.000000000,4.112477779388428,286.4437255859375,South America
Ayapel,Colombia,8.3304075,-75.150023,23639,6.23647403717041,22.45130653381348,2720430,28071,1959-08-11T00:00:00.000000000,8.330404281616211,284.81988525390625,South America
Saurimo,Angola,-9.6595797,20.3900109,41316,6.236176013946533,22.45023365020752,3961876,54532,1968-08-30T15:00:00.000000000,-9.595782279968262,20.383275985717773,Africa
Kanyato,Tanzania,-4.4565381,30.2613981,232,6.235101222991943,22.446364402771,3611118,27482,1959-05-29T09:00:00.000000000,-4.393672943115234,30.196399688720703,Africa
Tetovo,North Macedonia,42.0092304,20.9700789,119132,6.2307868003845215,22.43083248138428,942685,6603,1952-04-05T12:00:00.000000000,42.00351333618164,21.091703414916992,Europe
Vicuña,Chile,-30.0294991,-70.7399821,13496,6.227336406707764,22.41841106414795,5128433,22869,1957-10-29T18:00:00.000000000,-29.98242378234864,289.19580078125,South America
Carnot,Central African Republic,4.9336898,15.8666178,38071,6.226916790008545,22.41690044403076,2950194,44347,1965-03-06T12:00:00.000000000,4.885764598846436,15.851851463317873,Africa
Jipijapa,Ecuador,-1.3495959,-80.5800017,35901,6.225765228271484,22.412754821777344,3395607,55126,1968-11-12T21:00:00.000000000,-1.3005272150039673,279.4549865722656,South America
Impfondo,Congo (Brazzaville),1.6403766,18.0400252,20859,6.221832752227783,22.39859790802002,3182976,41329,1964-02-23T06:00:00.000000000,1.5817222595214844,17.971473693847656,Africa
Bukama,Congo (Kinshasa),-9.2095813,25.8400142,38770,6.207379817962647,22.346567344665527,3934311,54691,1968-09-19T12:00:00.000000000,-9.173989295959473,25.814558029174805,Africa
Requena,Peru,-5.0696273,-73.9099954,18000,6.194432735443115,22.299957847595216,3663260,4345,1951-06-28T06:00:00.000000000,-5.096660614013672,286.03961181640625,South America
Tchibanga,Gabon,-2.9214834487040777,10.997288593437617,19365,6.1942524909973145,22.29930896759033,3507287,41139,1964-01-30T12:00:00.000000000,-2.917398929595948,10.933225631713867,Africa
Bamenda,Cameroon,5.9599837,10.1500158,445299,6.190673351287842,22.28642406463624,2877694,3428,1951-03-05T15:00:00.000000000,5.940246105194092,10.050000190734863,Africa
Ruhengeri,Rwanda,-1.4996126,29.6300154,86685,6.18862771987915,22.279059791564944,3402216,45307,1965-07-04T12:00:00.000000000,-1.4411247968673706,29.62025260925293,Africa
Bouaflé,Ivory Coast,6.9779971,-5.7480024,60962,6.182350158691406,22.256460571289065,2810705,21037,1957-03-14T18:00:00.000000000,6.994727611541748,354.3038024902344,Africa
Aketi,Congo (Kinshasa),2.7404645,23.7799849,58601,6.180406093597412,22.249461936950684,3102830,32595,1961-02-26T12:00:00.000000000,2.706502676010132,23.83627700805664,Africa
Owerri,Nigeria,5.4929971,7.0260036,215038,6.174890995025635,22.229607582092285,2901695,23642,1958-02-03T09:00:00.000000000,5.588752269744873,7.095435619354248,Africa
Nyunzu,Congo (Kinshasa),-5.9495735,28.0166772,15397,6.164243221282959,22.19127559661865,3717693,42122,1964-06-01T09:00:00.000000000,-5.940246105194092,27.975000381469727,Africa
San Vicente del Caguán,Colombia,2.109486387069812,-74.77031723675944,1500,6.164133548736572,22.19088077545166,3146459,14900,1955-02-06T15:00:00.000000000,2.1441123485565186,285.2870788574219,South America
Ilam,Nepal,26.9080021,87.9260045,17491,6.158354759216309,22.17007713317871,1626246,56026,1969-03-05T09:00:00.000000000,26.889278411865234,88.00443267822266,Asia
Kinkala,Congo (Brazzaville),-4.3559999,14.7619986,13882,6.156599998474121,22.16375999450684,3610909,31068,1960-08-19T15:00:00.000000000,-4.393672943115234,14.803600311279297,Africa
Sembe,Congo (Brazzaville),1.6403766,14.5800297,9679,6.156580448150635,22.163689613342285,3182929,14831,1955-01-29T00:00:00.000000000,1.5817222595214844,14.619651794433594,Africa
