city_name,country,city_lat,city_lon,population,max_wind_raw_ctrl,max_wind_ctrl,cell_idx_ctrl,time_idx_ctrl,timestamp_ctrl,lat_ctrl,lon_ctrl,max_wind_raw_ssp,max_wind_ssp,cell_idx_ssp,time_idx_ssp,timestamp_ssp,lat_ssp,lon_ssp,wind_diff,continent
Tuticorin,India,8.79780035089249,78.13179722903476,436094,16.258331298828125,58.52999267578125,2680579,24424,1958-05-12T03:00:00.000000000,8.892794609069824,78.26425170898438,24.96553611755371,89.87593002319336,2694489,2567,2080-11-17T00:00:00.000000000,8.68189811706543,78.21705627441406,31.34593734741211,Asia
Beihai,China,21.4804059,109.1000484,728978,23.20882034301757,83.55175323486328,1919987,10450,1953-07-30T09:00:00.000000000,21.405975341796875,109.01020050048828,31.86939811706543,114.72983322143556,1916070,4961,2081-09-12T06:00:00.000000000,21.476274490356445,109.02962493896484,31.17807998657227,Asia
Reynosa,Mexico,26.079996,-98.3000312,498654,18.58425712585449,66.90332565307618,1675240,10783,1953-09-10T00:00:00.000000000,25.97539520263672,261.63934326171875,27.00185775756836,97.2066879272461,1667927,25462,2088-09-17T21:00:00.000000000,26.115991592407227,261.7196044921875,30.30336227416992,North America
Kaesong,North Korea,37.9639992,126.5644087,338155,16.208309173583984,58.34991302490234,1112548,19403,1956-08-22T12:00:00.000000000,37.85588836669922,126.43431854248048,24.126428604125977,86.85514297485352,1112548,19326,2086-08-12T21:00:00.000000000,37.85588836669922,126.43431854248048,28.50522994995118,Asia
Ayr,Australia,-19.5702409,147.3994677,9078,22.46049690246582,80.85778884887695,4571258,49804,1967-01-17T15:00:00.000000000,-19.50790786743164,147.4677276611328,30.31730079650879,109.14228286743165,4571258,14711,2085-01-13T00:00:00.000000000,-19.50790786743164,147.4677276611328,28.284494018554696,Oceania
Hughenden,Australia,-20.8500077,144.2000248,421,12.917393684387209,46.50261726379394,4647039,49815,1967-01-19T00:00:00.000000000,-20.843584060668945,144.20040893554688,20.552461624145508,73.98886184692383,4650989,14716,2085-01-13T15:00:00.000000000,-20.91388320922852,144.1641387939453,27.48624458312989,Oceania
Guerrero Negro,Mexico,27.990422,-114.1699669,13054,18.29440689086914,65.85986480712891,1570600,16681,1955-09-17T06:00:00.000000000,28.01405906677246,245.8239288330078,25.79048538208008,92.84574737548829,1574146,13999,2084-10-16T00:00:00.000000000,27.94375991821289,245.74972534179688,26.98588256835937,North America
Le Havre,France,49.5049744,0.1049701,242124,21.6352481842041,77.88689346313477,669285,11363,1953-11-21T12:00:00.000000000,49.59577941894531,0.1554404199123382,29.11752891540528,104.823104095459,673920,32366,2091-01-28T21:00:00.000000000,49.45518493652344,0.0,26.93621063232424,Europe
Vadodara,India,22.3119652,73.1780728,1756000,11.055255889892578,39.79892120361328,1880611,48168,1966-06-27T03:00:00.000000000,22.108963012695312,73.39175415039062,18.50823211669922,66.62963562011718,1880611,9960,2083-05-30T03:00:00.000000000,22.108963012695312,73.39175415039062,26.830714416503906,Asia
Malegaon,India,20.5603587,74.5250012,690844,11.632736206054688,41.87785034179688,1962960,51095,1967-06-28T00:00:00.000000000,20.632688522338867,74.47023010253906,19.084428787231445,68.70394363403321,1962960,9961,2083-05-30T06:00:00.000000000,20.632688522338867,74.47023010253906,26.82609329223633,Asia
Morombe,Madagascar,-21.7391385,43.3656776,16727,23.282339096069336,83.81642074584961,4693086,44055,1965-01-29T00:00:00.000000000,-21.687170028686523,43.34016418457031,30.733154296875,110.63935546875,4693087,29681,2090-02-27T06:00:00.000000000,-21.687170028686523,43.432376861572266,26.822934722900385,Africa
Miyazaki,Japan,31.9182442,131.418376,324384,28.096160888671875,101.14617919921876,1383960,25522,1958-09-26T09:00:00.000000000,31.810192108154297,131.53846740722656,35.54213333129883,127.95167999267578,1383960,22675,2087-10-05T12:00:00.000000000,31.810192108154297,131.53846740722656,26.80550079345701,Asia
Houma,United States of America,29.5959312,-90.7194861,64592,12.746624946594238,45.88784980773926,1493809,47453,1966-03-29T18:00:00.000000000,29.56063270568848,269.2708435058594,20.13823699951172,72.49765319824219,1490354,31019,2090-08-13T12:00:00.000000000,29.63092994689941,269.2699890136719,26.609803390502933,North America
Monclova,Mexico,26.8999976,-101.4199958,236244,14.774568557739258,53.18844680786133,1620746,640,1950-03-22T03:00:00.000000000,27.02987670898437,258.6000061035156,22.00743103027344,79.22675170898438,1620746,27384,2089-05-16T03:00:00.000000000,27.02987670898437,258.6000061035156,26.03830490112305,North America
Bhusawal,India,21.0199947,75.8300378,183001,10.395028114318848,37.422101211547854,1939271,15912,1955-06-13T03:00:00.000000000,21.054481506347656,75.9289321899414,17.601837158203125,63.36661376953125,1943210,9962,2083-05-30T09:00:00.000000000,20.98418235778809,75.76065063476562,25.9445125579834,Asia
Penzance,United Kingdom,50.1337215,-5.5500336,20812,27.34206199645996,98.43142318725586,653149,6011,1952-01-22T12:00:00.000000000,50.15817260742188,354.4833679199219,34.48643112182617,124.15115203857422,653149,32265,2091-01-16T06:00:00.000000000,50.15817260742188,354.4833679199219,25.719728851318365,Europe
Metairie,United States of America,29.9838662,-90.1527765,394206,16.406295776367188,59.06266479492188,1469713,11722,1954-01-05T09:00:00.000000000,30.052722930908203,269.7899780273437,23.54805374145508,84.77299346923829,1469714,31018,2090-08-13T09:00:00.000000000,30.052722930908203,269.8949890136719,25.710328674316408,North America
New Orleans,United States of America,29.96890752188565,-90.08836791917577,785000,16.406295776367188,59.06266479492188,1469713,11722,1954-01-05T09:00:00.000000000,30.052722930908203,269.7899780273437,23.54805374145508,84.77299346923829,1469714,31018,2090-08-13T09:00:00.000000000,30.052722930908203,269.8949890136719,25.710328674316408,North America
Naha,Japan,26.2071717,127.6729716,905238,28.472694396972656,102.50169982910155,1659271,7281,1952-06-29T06:00:00.000000000,26.256589889526367,127.5411605834961,35.47088623046875,127.6951904296875,1662919,7994,2082-09-26T09:00:00.000000000,26.1862907409668,127.79605102539062,25.193490600585942,Asia
Falfurrias,United States of America,27.2269027,-98.1448985,5349,15.995150566101074,57.58254203796387,1613585,9275,1953-03-05T12:00:00.000000000,27.170473098754883,261.8819580078125,22.914840698242188,82.49342651367188,1613585,25465,2088-09-18T06:00:00.000000000,27.170473098754883,261.8819580078125,24.91088447570801,North America
Tessalit,Mali,20.2013884,1.0888118,6000,12.739713668823242,45.86296920776368,1985996,30219,1960-05-05T12:00:00.000000000,20.21089553833008,1.083249807357788,19.50484085083008,70.21742706298828,1989984,13254,2084-07-14T21:00:00.000000000,20.140596389770508,1.082164287567139,24.354457855224595,Africa
Malé,Maldives,4.17203699470936,73.5089005260037,112927,14.310134887695312,51.51648559570312,2994865,20214,1956-12-01T21:00:00.000000000,4.25307559967041,73.60294342041016,21.06252670288086,75.8250961303711,3009565,22856,2087-10-28T03:00:00.000000000,4.042179107666016,73.42298126220703,24.308610534667977,Asia
Wahiawa,United States of America,21.5030919,-158.0236209,174766,27.81485748291016,100.13348693847657,1917082,22178,1957-08-04T09:00:00.000000000,21.476274490356445,202.0633239746093,34.44382858276367,123.99778289794922,1917082,2069,2080-09-15T18:00:00.000000000,21.476274490356445,202.0633239746093,23.864295959472656,North America
Bangor,United States of America,44.801153,-68.7783448,50213,12.54910659790039,45.17678375244141,837978,41177,1964-02-04T06:00:00.000000000,44.81546401977539,291.2828369140625,19.167369842529297,69.00253143310547,840569,37222,2092-09-26T21:00:00.000000000,44.74516677856445,291.25,23.825747680664065,North America
Jérémie,Haiti,18.6339347,-74.1184253,30917,15.388943672180176,55.40019721984864,2077880,23959,1958-03-15T00:00:00.000000000,18.66432380676269,285.80963134765625,21.999361038208008,79.19769973754883,2077880,25417,2088-09-12T06:00:00.000000000,18.66432380676269,285.80963134765625,23.797502517700188,North America
Chattogram,Bangladesh,22.3319381,91.7980215,4529000,24.17622756958008,87.03441925048828,1880808,53770,1968-05-27T09:00:00.000000000,22.108963012695312,91.67010498046876,30.76237869262696,110.74456329345703,1880807,15840,2085-06-03T03:00:00.000000000,22.108963012695312,91.57731628417967,23.71014404296875,Asia
Mokpo,South Korea,34.8068018,126.3958402,268402,19.265596389770508,69.35614700317383,1250850,15175,1955-03-13T00:00:00.000000000,34.69244384765625,126.29582977294922,25.79450035095215,92.86020126342774,1244531,19545,2086-09-09T06:00:00.000000000,34.833038330078125,126.27376556396484,23.50405426025391,Asia
Kochi,India,10.0169534,76.2219697,1519000,15.063624382019045,54.22904777526856,2597843,53854,1968-06-06T21:00:00.000000000,10.15817165374756,76.02631378173828,21.528602600097656,77.50296936035157,2593286,7091,2082-06-05T12:00:00.000000000,10.228470802307127,76.01404571533203,23.27392158508301,Asia
Ōtsu,Japan,35.006402,135.8674068,536976,17.82245445251465,64.16083602905273,1232026,22558,1957-09-20T21:00:00.000000000,35.114234924316406,135.97451782226562,24.191547393798828,87.08957061767579,1235168,31258,2090-09-12T09:00:00.000000000,35.04393768310547,136.03053283691406,22.92873458862306,Asia
Bhiwandi,India,19.351965,73.12805,795000,10.182746887207031,36.65788879394531,2043001,10050,1953-06-10T09:00:00.000000000,19.226713180541992,73.08605194091797,16.5378360748291,59.53620986938477,2038960,9958,2083-05-29T21:00:00.000000000,19.29701232910156,73.06930541992188,22.87832107543946,Asia
Halifax,Canada,44.6500252,-63.6000045,359111,24.035547256469727,86.52797012329101,848405,33023,1961-04-21T00:00:00.000000000,44.534271240234375,296.5437927246094,30.380455017089844,109.36963806152345,848405,17502,2085-12-27T21:00:00.000000000,44.534271240234375,296.5437927246094,22.84166793823244,North America
Napier,New Zealand,-39.4900014,176.926451,57800,21.778451919555664,78.4024269104004,5557128,40004,1963-09-10T15:00:00.000000000,-39.54305648803711,177.00831604003906,28.10591697692871,101.18130111694336,5557128,12979,2084-06-10T12:00:00.000000000,-39.54305648803711,177.00831604003906,22.77887420654297,Oceania
St. Charles,United States of America,38.7842851,-90.5061658,360485,12.413390159606934,44.688204574584965,1072337,53116,1968-03-06T15:00:00.000000000,38.84006881713867,269.6311340332031,18.712610244750977,67.36539688110352,1075268,29171,2089-12-25T12:00:00.000000000,38.76977157592773,269.63165283203125,22.67719230651856,North America
Ibri,Oman,23.2253898,56.5169531,101640,16.286569595336914,58.63165054321289,1815072,12443,1954-04-05T12:00:00.000000000,23.30404090881348,56.66316986083984,22.4724235534668,80.90072479248047,1815072,25448,2088-09-16T03:00:00.000000000,23.30404090881348,56.66316986083984,22.269074249267582,Asia
Vilanculos,Mozambique,-21.9995499,35.3165934,177,21.581592559814453,77.69373321533203,4708590,35368,1962-02-08T03:00:00.000000000,-21.96836471557617,35.37036895751953,27.739208221435547,99.86114959716797,4708590,29480,2090-02-02T03:00:00.000000000,-21.96836471557617,35.37036895751953,22.16741638183593,Africa
Pago Pago,American Samoa,-14.2766105,-170.7066451,12576,19.35955238342285,69.69438858032227,4262709,1221,1950-06-02T18:00:00.000000000,-14.30579948425293,189.241439819336,25.49281883239746,91.77414779663086,4258384,20696,2087-01-31T03:00:00.000000000,-14.23550033569336,189.3160858154297,22.079759216308588,Oceania
Thái Nguyên,Vietnam,21.5999593,105.8300154,500000,10.356698989868164,37.28411636352539,1916036,2006,1950-09-08T21:00:00.000000000,21.476274490356445,105.90398406982422,16.476482391357422,59.31533660888672,1916036,4965,2081-09-12T18:00:00.000000000,21.476274490356445,105.90398406982422,22.031220245361325,Asia
St. Louis,United States of America,38.6369636,-90.2419264,2199000,12.607090950012209,45.38552742004395,1075269,53116,1968-03-06T15:00:00.000000000,38.76977157592773,269.7544250488281,18.712610244750977,67.36539688110352,1075268,29171,2089-12-25T12:00:00.000000000,38.76977157592773,269.63165283203125,21.97986946105957,North America
Nagoya,Japan,35.1569434,136.9130456,3230000,23.078033447265625,83.08092041015625,1238319,10500,1953-08-05T15:00:00.000000000,34.973636627197266,136.658203125,29.08406448364257,104.70263214111328,1238319,31258,2090-09-12T09:00:00.000000000,34.973636627197266,136.658203125,21.62171173095703,Asia
Kanye,Botswana,-24.9696012,25.339993,46831,12.079110145568848,43.48479652404785,4872041,51699,1967-09-11T12:00:00.000000000,-24.99121284484864,25.28525352478028,18.08123779296875,65.0924560546875,4868322,23961,2088-03-14T06:00:00.000000000,-24.920913696289062,25.35483932495117,21.60765953063965,Africa
New London,United States of America,41.3555235,-72.1000283,96178,18.992610931396484,68.37339935302735,972414,41176,1964-02-04T03:00:00.000000000,41.3005256652832,287.9483642578125,24.99289894104004,89.97443618774415,972413,2571,2080-11-17T12:00:00.000000000,41.3005256652832,287.8192138671875,21.6010368347168,North America
Burhanpur,India,21.284520155461166,76.17240563336235,197233,9.493134498596191,34.17528419494629,1919628,12759,1954-05-15T00:00:00.000000000,21.405975341796875,76.04081726074219,15.49288558959961,55.7743881225586,1927476,9962,2083-05-30T09:00:00.000000000,21.26537704467773,76.25254821777344,21.599103927612305,Asia
Newport,United States of America,41.490399,-71.313358,45968,23.494823455810547,84.58136444091797,966850,41176,1964-02-04T03:00:00.000000000,41.44112396240234,288.7769775390625,29.460344314575195,106.0572395324707,966850,2571,2080-11-17T12:00:00.000000000,41.44112396240234,288.7769775390625,21.475875091552737,North America
Atlantic City,United States of America,39.3646373,-74.4233232,76573,24.15470314025879,86.95693130493164,1052061,3550,1951-03-20T21:00:00.000000000,39.33216094970703,285.6413879394531,30.10206794738769,108.36744461059573,1049162,32295,2091-01-20T00:00:00.000000000,39.40245819091797,285.6629943847656,21.41051330566408,North America
Chauk,Myanmar,20.908477,94.8230387,90870,15.59316349029541,56.13538856506348,1951313,36207,1962-05-24T00:00:00.000000000,20.843584060668945,94.82793426513672,21.53182601928711,77.5145736694336,1947364,36109,2092-05-10T18:00:00.000000000,20.91388320922852,94.83282470703124,21.379185104370123,Asia
Kalyan,India,19.250232,73.1601749,1576614,11.351083755493164,40.86390151977539,2051093,7193,1952-06-18T06:00:00.000000000,19.08611488342285,72.94175720214844,17.264596939086914,62.15254898071289,2051093,9958,2083-05-29T21:00:00.000000000,19.08611488342285,72.94175720214844,21.288647460937504,Asia
Jinhua,China,29.1200429,119.6499987,1092852,10.58733367919922,38.11440124511719,1516656,19384,1956-08-20T03:00:00.000000000,29.06854057312012,119.44890594482422,16.48421859741211,59.3431869506836,1516659,19309,2086-08-10T18:00:00.000000000,29.06854057312012,119.75889587402344,21.22878570556641,Asia
Alton,United States of America,38.8909969,-90.1842216,84276,12.404894828796388,44.65762138366699,1072338,53116,1968-03-06T15:00:00.000000000,38.84006881713867,269.75408935546875,18.27939987182617,65.80583953857422,1072338,29171,2089-12-25T12:00:00.000000000,38.84006881713867,269.75408935546875,21.148218154907227,North America
Bagé,Brazil,-31.3200146,-54.1000159,106098,14.069782257080078,50.65121612548828,5193052,51755,1967-09-18T12:00:00.000000000,-31.31810188293457,305.9356384277344,19.939477920532227,71.78212051391601,5189695,2609,2080-11-22T06:00:00.000000000,-31.247802734375,305.8928527832031,21.13090438842773,South America
Port Sudan,Sudan,19.615791,37.2164257,489725,15.243000984191896,54.87480354309082,2018417,40844,1963-12-24T15:00:00.000000000,19.64850616455078,37.3432846069336,21.057350158691406,75.80646057128907,2026461,2213,2080-10-03T18:00:00.000000000,19.50790786743164,37.26911544799805,20.931657028198245,Africa
Kollam,India,8.9003727,76.5699926,394163,14.101839065551758,50.76662063598633,2671302,53852,1968-06-06T15:00:00.000000000,9.033391952514648,76.45328521728516,19.899572372436523,71.63846054077149,2685190,2814,2080-12-17T21:00:00.000000000,8.822495460510254,76.56600189208984,20.87183990478516,Asia
Nefteyugansk,Russia,61.092018157697126,72.60800793108787,112632,18.062286376953125,65.02423095703125,345575,56111,1969-03-16T00:00:00.000000000,61.05447769165039,72.47595977783203,23.83232879638672,85.79638366699218,345576,21357,2087-04-23T18:00:00.000000000,61.05447769165039,72.69230651855469,20.77215270996093,Europe
Decatur,United States of America,39.8407064,-88.954736,77868,14.601350784301758,52.56486282348633,1031734,32785,1961-03-22T06:00:00.000000000,39.82425308227539,271.0027770996094,20.368616104125977,73.32701797485352,1031734,26927,2089-03-20T00:00:00.000000000,39.82425308227539,271.0027770996094,20.76215515136719,North America
New Haven,United States of America,41.3303829,-72.9000053,846766,21.79827880859375,78.4738037109375,975199,35094,1962-01-04T21:00:00.000000000,41.230228424072266,287.14898681640625,27.557971954345703,99.20869903564451,975200,2571,2080-11-17T12:00:00.000000000,41.230228424072266,287.2779235839844,20.73489532470701,North America
Kaltukatjara,Australia,-25.7884143,128.9973352,355,15.241928100585938,54.870941162109375,4913752,25633,1958-10-10T06:00:00.000000000,-25.764497756958008,129.0196075439453,20.98903083801269,75.56051101684571,4913751,26097,2088-12-06T06:00:00.000000000,-25.764497756958008,128.92156982421875,20.68956985473633,Oceania
Shannon,Ireland,52.7038489,-8.8641466,8781,15.67996597290039,56.44787750244141,571287,52969,1968-02-17T06:00:00.000000000,52.75922393798828,351.0674133300781,21.386669158935547,76.99200897216797,571287,67,2080-01-09T12:00:00.000000000,52.75922393798828,351.0674133300781,20.54413146972656,Europe
Iquique,Chile,-20.2499927,-70.1299677,227499,13.40963363647461,48.274681091308594,4608930,42760,1964-08-20T03:00:00.000000000,-20.140596389770508,289.8396911621094,19.097148895263672,68.74973602294922,4620885,30470,2090-06-05T21:00:00.000000000,-20.35149383544922,289.8995056152344,20.475054931640628,South America
