time,solar_cf,onshore_wind_cf,offshore_wind_cf,combined_cf,cf_ma,is_drought
1979-01-01 00:00:00,0.0,0.2645968,0.23499608,0.1103260038793087,0.10426736623142722,False
1979-01-01 01:00:00,0.0,0.2587356,0.2300851,0.10789803099632263,0.10302044963371816,False
1979-01-01 02:00:00,0.0,0.2504112,0.2226104,0.10442269894480705,0.10179824281251866,False
1979-01-01 03:00:00,0.0,0.24415007,0.21713947,0.10181690794229506,0.10056640975410928,False
1979-01-01 04:00:00,0.0,0.22706485,0.2026961,0.09473251828551292,0.09937141576363584,False
1979-01-01 05:00:00,0.0,0.20671873,0.18102172,0.08605438350141048,0.09822064691549977,False
1979-01-01 06:00:00,0.0,0.1867537,0.16510302,0.0778276801854372,0.09712884476176342,False
1979-01-01 07:00:00,9.796507e-07,0.17431445,0.15460324,0.07267117397269737,0.09606243387936493,False
1979-01-01 08:00:00,0.0071747885,0.16796552,0.14994235,0.07421601562062279,0.09501077972718795,False
1979-01-01 09:00:00,0.05863575,0.17060174,0.15116122,0.10494757544249296,0.0941041498669032,False
1979-01-01 10:00:00,0.1256999,0.20031312,0.17500477,0.15589463706314563,0.09399953792528994,False
1979-01-01 11:00:00,0.17475381,0.20101026,0.17642583,0.18453273084759714,0.09472154989781913,False
1979-01-01 12:00:00,0.19253577,0.20185886,0.1770628,0.19514045241475106,0.09602322892198152,False
1979-01-01 13:00:00,0.16852218,0.19639234,0.17037944,0.17890656174719333,0.09754745421346711,False
1979-01-01 14:00:00,0.11492607,0.1875849,0.16151246,0.1442528460621834,0.09880976974348661,False
1979-01-01 15:00:00,0.047053803,0.17568216,0.15008396,0.10008129401877522,0.09936275287257322,False
1979-01-01 16:00:00,0.0034404176,0.16640605,0.14019547,0.07095950911217369,0.09898334035810519,False
1979-01-01 17:00:00,0.0,0.15883182,0.13249888,0.0657638808041811,0.09798708917964123,False
1979-01-01 18:00:00,0.0,0.14926164,0.12435861,0.061792909517884256,0.09695464975405359,False
1979-01-01 19:00:00,0.0,0.14267838,0.11949875,0.05910125483572483,0.0959442874707269,False
1979-01-01 20:00:00,0.0,0.13209784,0.1116721,0.05477439665794373,0.09493983119092757,False
1979-01-01 21:00:00,0.0,0.12511985,0.106849015,0.051939071461558343,0.09399003174546981,False
1979-01-01 22:00:00,0.0,0.11672659,0.10028701,0.04848761120438575,0.09305672464165711,False
1979-01-01 23:00:00,0.0,0.121527374,0.10418038,0.05046934148669243,0.09217670556828254,False
1979-01-02 00:00:00,0.0,0.121463686,0.10470198,0.050474007189273834,0.09127654123883568,False
1979-01-02 01:00:00,0.0,0.124329396,0.10708388,0.05166007646173239,0.09032798508107535,False
1979-01-02 02:00:00,0.0,0.12323907,0.10597778,0.051198017075657846,0.08936950388382993,False
1979-01-02 03:00:00,0.0,0.12762131,0.10877833,0.052966292336583135,0.08844287725463383,False
1979-01-02 04:00:00,0.0,0.1328805,0.112151794,0.05508909916877747,0.08754799085873984,False
1979-01-02 05:00:00,0.0,0.13982645,0.11710262,0.05791950049996376,0.08680307179242246,False
1979-01-02 06:00:00,0.0,0.14285119,0.11900357,0.059138281524181366,0.08625204932242504,False
1979-01-02 07:00:00,1.3254098e-06,0.14460193,0.12014313,0.05984660457481323,0.085866940068266,False
1979-01-02 08:00:00,0.0092817005,0.14850427,0.123225056,0.06680777058564126,0.08557282786332603,False
1979-01-02 09:00:00,0.06717011,0.16102861,0.1319985,0.10530463068187236,0.08532247534699222,False
1979-01-02 10:00:00,0.13621663,0.1607345,0.13101025,0.14498257856070992,0.08517505193387574,False
1979-01-02 11:00:00,0.18123819,0.1652736,0.1341889,0.1728065970391035,0.08478040789233005,False
1979-01-02 12:00:00,0.19603254,0.17053796,0.13795434,0.1834888178706169,0.08448304527573391,False
1979-01-02 13:00:00,0.16845179,0.17904143,0.14174409,0.1709171493202448,0.08437095959091041,False
1979-01-02 14:00:00,0.1127892,0.17440853,0.13764964,0.13686919407546522,0.08441122725274518,False
1979-01-02 15:00:00,0.04546593,0.15989153,0.12741455,0.09211420318484305,0.08449075680515522,False
1979-01-02 16:00:00,0.0032850567,0.1469491,0.11826394,0.06250594731303863,0.08451321401123373,False
1979-01-02 17:00:00,0.0,0.14728498,0.11890282,0.060768911451101304,0.08447729411444595,False
1979-01-02 18:00:00,0.0,0.14976345,0.12159076,0.0618286142796278,0.08451409073921821,False
1979-01-02 19:00:00,0.0,0.15026075,0.12344235,0.062112102448940276,0.08464964678886316,False
1979-01-02 20:00:00,0.0,0.1563953,0.13010675,0.06473563049733638,0.0848262379151114,False
1979-01-02 21:00:00,0.0,0.15803319,0.13357435,0.06552726289629936,0.08503352325784942,False
1979-01-02 22:00:00,0.0,0.16413291,0.1392601,0.06808508835732936,0.08524199851791343,False
1979-01-02 23:00:00,0.0,0.16186978,0.13681792,0.0671181160658598,0.08533337849008821,False
1979-01-03 00:00:00,0.0,0.15612744,0.13304229,0.06479530830681324,0.0853591114804425,False
1979-01-03 01:00:00,0.0,0.14879064,0.12939234,0.06189093352854252,0.08534847859202854,False
1979-01-03 02:00:00,0.0,0.14377467,0.1276253,0.0599446207433939,0.08522706714927188,False
1979-01-03 03:00:00,0.0,0.14096414,0.1267888,0.05886236093938351,0.08506354493557444,False
1979-01-03 04:00:00,0.0,0.1411361,0.12772563,0.05897640310227871,0.08482538709326616,False
1979-01-03 05:00:00,0.0,0.14262713,0.12918319,0.059605304941534994,0.08450289400157489,False
1979-01-03 06:00:00,0.0,0.14230672,0.12650478,0.059342435985803604,0.08412409449604309,False
1979-01-03 07:00:00,1.3830363e-06,0.14065105,0.12319914,0.058553788135578086,0.08374190868067526,False
1979-01-03 08:00:00,0.009624203,0.13644937,0.116594695,0.062199094836600126,0.08337550985453211,False
1979-01-03 09:00:00,0.06803812,0.14148055,0.118646905,0.09787125161290168,0.0830350516446535,False
1979-01-03 10:00:00,0.13832125,0.1379374,0.11558263,0.13695172306895254,0.0826720284791953,False
1979-01-03 11:00:00,0.18439889,0.15434937,0.12789348,0.17025932525098322,0.08222584148033625,False
1979-01-03 12:00:00,0.20135981,0.17813824,0.14523554,0.18976033954322338,0.08174370941848598,False
1979-01-03 13:00:00,0.17833632,0.1888238,0.15302533,0.18083940951526162,0.08124925367707801,False
1979-01-03 14:00:00,0.12064421,0.19003734,0.1543477,0.1480702645778656,0.08074233860913457,False
1979-01-03 15:00:00,0.052672647,0.17122662,0.1404537,0.10115923991054296,0.08031325772671442,False
1979-01-03 16:00:00,0.004753784,0.1608618,0.13211879,0.06923535406636074,0.08002966614256717,False
1979-01-03 17:00:00,0.0,0.16347891,0.13345186,0.06753011879324913,0.0797976395651493,False
1979-01-03 18:00:00,0.0,0.16535853,0.13485746,0.06829959990084171,0.07959586829373426,False
1979-01-03 19:00:00,0.0,0.16355701,0.13379802,0.06757762889564037,0.0793854047819767,False
1979-01-03 20:00:00,0.0,0.15651664,0.12906393,0.06472409310936927,0.0791824648162145,False
1979-01-03 21:00:00,0.0,0.14972213,0.12404478,0.06194588394463062,0.07895383517777359,False
1979-01-03 22:00:00,0.0,0.12753007,0.1076899,0.05287384986877441,0.07870546025091595,False
1979-01-03 23:00:00,0.0,0.12472804,0.10518294,0.05170452502369881,0.07831743997575527,False
1979-01-04 00:00:00,0.0,0.120510876,0.10176139,0.04996362854540348,0.07787523710036462,False
1979-01-04 01:00:00,0.0,0.11040499,0.0943127,0.04583232720941305,0.07738763124782404,False
1979-01-04 02:00:00,0.0,0.10431555,0.08993543,0.04334895081818104,0.07690771564196607,False
1979-01-04 03:00:00,0.0,0.099855274,0.08681703,0.04153471590578556,0.07643890369690766,False
1979-01-04 04:00:00,0.0,0.095157616,0.08326427,0.039609430767595766,0.07594693313732555,False
1979-01-04 05:00:00,0.0,0.095518425,0.08316343,0.03973712423443794,0.07542889369658937,False
1979-01-04 06:00:00,0.0,0.09816281,0.08465345,0.04079336238652468,0.07490478853935187,False
1979-01-04 07:00:00,1.7287953e-06,0.10172298,0.08745712,0.04225946091994274,0.0743751400076579,False
1979-01-04 08:00:00,0.010079422,0.10756348,0.09183381,0.050465776511468,0.07382735306954556,False
1979-01-04 09:00:00,0.06794588,0.11739289,0.09919941,0.08787951873987912,0.07327162079488471,False
1979-01-04 10:00:00,0.13772264,0.10642852,0.08939843,0.12356560261547564,0.07259343781406294,False
1979-01-04 11:00:00,0.18516025,0.103321455,0.087058835,0.1496642580702901,0.07185881538874082,False
1979-01-04 12:00:00,0.20278336,0.10327703,0.085920736,0.15975494228303433,0.07095969608238512,False
1979-01-04 13:00:00,0.18001547,0.1032778,0.08531089,0.14658522605895996,0.06984098409301215,False
1979-01-04 14:00:00,0.12616152,0.10507427,0.087142795,0.11627331171929836,0.0686425821243964,False
1979-01-04 15:00:00,0.05453614,0.11359158,0.09479926,0.07850180714577436,0.06744601646716321,False
1979-01-04 16:00:00,0.0046213577,0.11768022,0.09774345,0.05136867159698158,0.0663037673646142,False
1979-01-04 17:00:00,0.0,0.12337436,0.10293986,0.05108389042317867,0.06518524932218757,False
1979-01-04 18:00:00,0.0,0.12501019,0.10365935,0.051726365715265274,0.06401328930873465,False
1979-01-04 19:00:00,0.0,0.12656893,0.10494536,0.05237098409235477,0.06277898497539613,False
1979-01-04 20:00:00,0.0,0.12987359,0.108112104,0.05376140785217285,0.061514352863864454,False
1979-01-04 21:00:00,0.0,0.12936346,0.10870646,0.05360526640713215,0.06028076905551175,False
1979-01-04 22:00:00,0.0,0.119801044,0.09728759,0.0494601151496172,0.059089141747949596,True
1979-01-04 23:00:00,0.0,0.11139932,0.08863015,0.04589237804710865,0.0581019335733498,True
1979-01-05 00:00:00,0.0,0.10045565,0.080038756,0.04139022738486528,0.05716804952009157,True
1979-01-05 01:00:00,0.0,0.09422235,0.07568401,0.03885498444736003,0.05630442590403878,True
1979-01-05 02:00:00,0.0,0.09085405,0.07252784,0.037441647380590436,0.05555985203068745,True
1979-01-05 03:00:00,0.0,0.085559845,0.06807762,0.035247774079442025,0.05488698773479597,True
1979-01-05 04:00:00,0.0,0.0827743,0.06605175,0.03411050994694233,0.05427994013156318,True
1979-01-05 05:00:00,0.0,0.08366265,0.06623591,0.034448257394135,0.053762125865766265,True
1979-01-05 06:00:00,0.0,0.08236905,0.06528012,0.03391930646449327,0.05330233398007737,True
1979-01-05 07:00:00,1.8440484e-06,0.0782607,0.06260655,0.03226001510618573,0.05290179277255708,True
1979-01-05 08:00:00,0.010300622,0.07171694,0.05772102,0.03552394565287977,0.05253110837887923,True
1979-01-05 09:00:00,0.065919764,0.06618161,0.052995395,0.06531846853345633,0.05214697756290385,True
1979-01-05 10:00:00,0.13387765,0.059406336,0.04669453,0.10168984665349125,0.05174116343351031,True
1979-01-05 11:00:00,0.18394108,0.051044144,0.039487142,0.1271015985459089,0.051462205531366906,True
1979-01-05 12:00:00,0.20240958,0.04700338,0.035696086,0.1360621640533209,0.051302197597280885,True
1979-01-05 13:00:00,0.18420944,0.0416093,0.030989615,0.12331611502170563,0.05119513822065616,True
1979-01-05 14:00:00,0.12998307,0.038228367,0.0283077,0.09063511303067207,0.05115028340336506,True
1979-01-05 15:00:00,0.05651132,0.033556346,0.024851104,0.04633128298819065,0.051037127973182245,True
1979-01-05 16:00:00,0.0050921086,0.030850805,0.022673966,0.015546488029882309,0.05079282448469921,True
1979-01-05 17:00:00,0.0,0.027612578,0.02012957,0.011276038147509099,0.05050095185905257,True
1979-01-05 18:00:00,0.0,0.022168819,0.01616107,0.009052991900593041,0.050233110529254464,True
1979-01-05 19:00:00,0.0,0.016836092,0.012273512,0.006875287542119622,0.05004775723943048,True
1979-01-05 20:00:00,0.0,0.013497868,0.009839947,0.005512070308439434,0.04993206113146179,True
1979-01-05 21:00:00,0.0,0.01162627,0.0084755495,0.004747773181647062,0.049856483585085064,True
1979-01-05 22:00:00,0.0,0.013438576,0.009796722,0.005487857487984001,0.04984769134863773,True
1979-01-05 23:00:00,0.0,0.016842956,0.012278515,0.006878090467303991,0.04997926580149242,True
1979-01-06 00:00:00,0.0,0.020838402,0.0151911955,0.008509694974869489,0.05023027395911076,True
1979-01-06 01:00:00,0.0,0.024709752,0.018053386,0.010092781288549305,0.05060060192120754,True
1979-01-06 02:00:00,0.0,0.027048534,0.019825105,0.011051464615389705,0.05103466635698014,True
1979-01-06 03:00:00,0.0,0.030312873,0.022425568,0.01239643095061183,0.05156527628039503,True
1979-01-06 04:00:00,0.0,0.035964593,0.027470576,0.014754346009343862,0.05225152642780476,True
1979-01-06 05:00:00,0.0,0.04291202,0.033936627,0.017667113721370697,0.05305438682192498,True
1979-01-06 06:00:00,0.0,0.05224477,0.04239007,0.021567384425550697,0.053934619632433435,True
1979-01-06 07:00:00,2.0169277e-06,0.059068926,0.04942616,0.02446661002340579,0.054939087209641274,True
1979-01-06 08:00:00,0.010010646,0.06316,0.05454285,0.032027497344650324,0.05606943777285314,True
1979-01-06 09:00:00,0.06948688,0.06793681,0.059959803,0.06840044052898883,0.05735579271636158,True
1979-01-06 10:00:00,0.14005305,0.07040447,0.06269935,0.1101756233125925,0.058865503302060064,True
1979-01-06 11:00:00,0.19285318,0.0736581,0.06532873,0.1419838772341609,0.0606534080783048,False
1979-01-06 12:00:00,0.21279371,0.076449424,0.067116395,0.1546160922050476,0.062438204073485604,False
1979-01-06 13:00:00,0.19439527,0.07755336,0.0675728,0.14443219482898711,0.06423035019153293,False
1979-01-06 14:00:00,0.1371748,0.07628207,0.065627925,0.11084185107052326,0.06604053745556808,False
1979-01-06 15:00:00,0.0600041,0.07731707,0.0670903,0.06677523969858885,0.06788165415216423,False
1979-01-06 16:00:00,0.0054006986,0.08223835,0.072159864,0.03735878556594252,0.06976977625448753,False
1979-01-06 17:00:00,0.0,0.091667086,0.081525035,0.038227506592869755,0.07169173162989582,False
1979-01-06 18:00:00,0.0,0.102678604,0.09150005,0.042829407803714276,0.07365624460997323,False
1979-01-06 19:00:00,0.0,0.112040624,0.10138112,0.04681757090985775,0.075664237025895,False
1979-01-06 20:00:00,0.0,0.1198143,0.10967054,0.05013368562608957,0.07773041564866699,False
1979-01-06 21:00:00,0.0,0.126993,0.117089294,0.053183239057660106,0.07979362147982728,False
1979-01-06 22:00:00,0.0,0.13299985,0.1240508,0.05577568888664245,0.08182249204727386,False
1979-01-06 23:00:00,0.0,0.1381022,0.12927882,0.057940769612789156,0.08393642078072562,False
1979-01-07 00:00:00,0.0,0.14109515,0.13151594,0.05916596956551075,0.08578180743370005,False
1979-01-07 01:00:00,0.0,0.14234528,0.13267906,0.05969007736444473,0.08727916179562718,False
1979-01-07 02:00:00,0.0,0.15015422,0.13896328,0.06291092370450496,0.08846475477516917,False
