start,end,duration_hours,mean_cf,min_cf,mean_cf_ma,mean_solar_cf,mean_wind_cf,severity
1984-12-25 10:00:00,1984-12-31 23:00:00,158,0.03121605030443895,0.00021328617156893872,0.030409995485994358,0.02630193904042244,0.037919233216250195,4.547864051898646
1984-12-01 15:00:00,1984-12-06 11:00:00,117,0.036494412470304854,0.0023491570511832835,0.03995347944209703,0.029865382239222527,0.0455368514707748,2.7501537409743317
1984-02-10 13:00:00,1984-02-16 09:00:00,141,0.048426868912579746,0.0003320654351846315,0.05144779610562962,0.06577692180871964,0.024760259949463483,1.6318114833262556
1984-12-11 12:00:00,1984-12-13 19:00:00,56,0.0371540526050705,0.0005540842381305993,0.04391635020990343,0.03170178085565567,0.044591311286104496,1.2793730541160517
1984-01-19 14:00:00,1984-01-21 17:00:00,52,0.03931938591140767,0.0030087827858515086,0.04496060490114429,0.037893299013376236,0.041264670009308675,1.075391932606801
1984-12-14 13:00:00,1984-12-18 09:00:00,93,0.050083854162122014,0.02416369492560625,0.051743456726517326,0.017940115183591843,0.0939300385244349,0.9222015629226524
1984-11-05 21:00:00,1984-11-08 12:00:00,64,0.04735809358853031,0.004477994436398148,0.050958957086252456,0.05777585133910179,0.03314757727562113,0.8090820103340599
1984-01-28 02:00:00,1984-01-30 07:00:00,54,0.04747671792580673,0.010041989285498857,0.051110973864160796,0.04350478574633598,0.052894696514023114,0.6762572320064364
1984-11-26 10:00:00,1984-11-27 12:00:00,27,0.037444543889793784,0.003816630835644901,0.04944600476833881,0.03752491623163223,0.0373349093059276,0.6089973149755677
1984-11-19 05:00:00,1984-11-21 13:00:00,57,0.04932573518561396,0.011457646901952102,0.04774686275787106,0.03863101825118065,0.06391403364374283,0.6084330944200043
