start,end,duration_hours,mean_cf,min_cf,mean_cf_ma,mean_solar_cf,mean_wind_cf,severity,year
1982-01-08 13:00:00,1982-01-25 04:00:00,400,0.0391403901027669,0.0009802250694483,0.0399400292804913,0.0426826514303684,0.0343085091481817,8.343843958893208,1982
1980-01-04 12:00:00,1980-01-20 05:00:00,378,0.0400580655819035,0.0028057707524858,0.0401908630353626,0.0362695418298244,0.0452258505244204,7.538051210040457,1980
1997-01-04 17:00:00,1997-01-12 09:00:00,185,0.0291177865573955,0.0006214689969783,0.0327957850492783,0.032591838389635,0.0243789513615217,5.713209486881817,1997
1981-12-20 07:00:00,1981-12-28 19:00:00,205,0.0356785298143017,0.0019378518867306,0.0357759509089798,0.030386708676815,0.0428969213303099,4.985901388068139,1981
1984-12-25 10:00:00,1984-12-31 23:00:00,158,0.0312160503044389,0.0002132861715689,0.0304099954859943,0.0263019390404224,0.0379192332162501,4.547864051898646,1984
1982-11-26 14:00:00,1982-12-08 03:00:00,278,0.0441079501747154,0.0006633390636889,0.0450304932824128,0.0280343573540449,0.0660333768167394,4.417989851429106,1982
1997-01-14 16:00:00,1997-01-22 11:00:00,188,0.0371871815498252,0.0005595372224925,0.038920347036669,0.0396242886781692,0.0338628167643192,4.288809868632853,1997
1997-01-22 22:00:00,1997-01-30 04:00:00,175,0.0391592966046776,0.0013473231774114,0.0418792381054225,0.0390796475112438,0.0392679363647674,3.647123094181405,1997
1980-02-10 19:00:00,1980-02-18 13:00:00,187,0.0414459920938513,0.0010538164107128,0.0419901707419614,0.0498310960829257,0.0300081526424656,3.469599478449794,1980
1997-12-19 11:00:00,1997-12-24 07:00:00,117,0.0324238674984816,0.0001136486351606,0.0352026832379862,0.0196396652609109,0.049862367596398,3.226407502677651,1997
1997-11-28 22:00:00,1997-12-05 15:00:00,162,0.0403332964070415,0.0033081575911492,0.0411797402952719,0.0255710780620574,0.0604699307933766,3.1860059820592683,1997
1984-12-01 15:00:00,1984-12-06 11:00:00,117,0.0364944124703048,0.0023491570511832,0.039953479442097,0.0298653822392225,0.0455368514707748,2.750153740974332,1984
1997-11-11 14:00:00,1997-11-17 06:00:00,137,0.0417257826889373,0.0042551266634836,0.0457011810330511,0.0303517878055572,0.0572406632944624,2.5035677716155798,1997
1997-11-21 07:00:00,1997-11-25 18:00:00,108,0.0376678783007944,0.0033401185087859,0.0369776773571993,0.0364524275064468,0.0393258398993218,2.411869143514196,1997
1979-11-18 04:00:00,1979-11-22 22:00:00,115,0.0392269846184118,0.0011245006669778,0.0388497819112733,0.0307899415493011,0.0507356620373878,2.388896768882638,1979
1983-11-03 01:00:00,1983-11-11 12:00:00,204,0.0486181199490182,0.0001311335125355,0.0473740547268664,0.0645243376493454,0.0269209892350308,2.32190353040028,1983
1981-12-15 20:00:00,1981-12-19 14:00:00,91,0.03799351993049,0.0034060330325737,0.0391493067683908,0.0278513804078102,0.0518280900222189,2.0025896863254085,1981
1982-12-12 13:00:00,1982-12-14 07:00:00,43,0.021011727049017,0.0008549269661307,0.0368523114924342,0.0202581640332937,0.0220396369695663,1.676495736892266,1982
1979-12-23 17:00:00,1979-12-26 16:00:00,72,0.0368947031746568,0.0028913331655785,0.0393388862974013,0.0275910273194313,0.0495855335066927,1.663581371424707,1979
1982-01-01 00:00:00,1982-01-02 19:00:00,44,0.0223055532316276,0.0013605536995455,0.0295642434979724,0.0245335977524518,0.0192663492040431,1.658555657808381,1982
1997-12-27 18:00:00,1997-12-31 23:00:00,102,0.0437776536494356,0.0041439326964318,0.0443877766923178,0.0265314932912588,0.0673025485048902,1.654679327757562,1997
1982-10-26 18:00:00,1982-10-31 20:00:00,123,0.0466805574575092,0.0004803230313118,0.0483785745342641,0.060090210288763,0.0283888993745154,1.6382914327263645,1982
1984-02-10 13:00:00,1984-02-16 09:00:00,141,0.0484268689125797,0.0003320654351846,0.0514477961056296,0.0657769218087196,0.0247602599494634,1.6318114833262556,1984
1981-01-20 21:00:00,1981-01-24 08:00:00,84,0.0417715437851578,0.0088186544571071,0.0493819385091615,0.0376268811523914,0.0474251270928281,1.5311903220467369,1981
1982-12-22 16:00:00,1982-12-26 11:00:00,92,0.0434092035940553,0.0097136564422398,0.0487931662721898,0.0200145523995161,0.0753210521441824,1.526353269346908,1982
1980-01-23 13:00:00,1980-01-26 04:00:00,64,0.036947155286439,0.0018655219338834,0.0428695873626556,0.0313258729875087,0.0446149557036288,1.4753820616679008,1980
1981-01-26 21:00:00,1981-01-29 21:00:00,73,0.0405782626429391,0.0046659513838822,0.0441955556322425,0.0470930524170398,0.0316916589248687,1.417786827065445,1981
1980-12-26 15:00:00,1980-12-28 06:00:00,40,0.0255070242406696,0.0032012004163116,0.04675000499971,0.0178477838635444,0.0359547337160465,1.3797190303732147,1980
1984-12-11 12:00:00,1984-12-13 19:00:00,56,0.0371540526050705,0.0005540842381305,0.0439163502099034,0.0317017808556556,0.0445913112861044,1.2793730541160515,1984
1982-11-02 17:00:00,1982-11-05 03:00:00,59,0.0384077993482007,0.0076142760554394,0.0484160390781444,0.0397574342787265,0.0365668134169375,1.2739398384561555,1982
1983-02-09 14:00:00,1983-02-11 07:00:00,42,0.0299786678652439,0.0007669765215832,0.0491707239507472,0.0390372797846794,0.0176221225410699,1.2608959496597525,1983
1983-11-16 06:00:00,1983-11-19 05:00:00,72,0.0431024271122635,0.0006578038169536,0.045553670380273,0.0398084968328475,0.0475955593617672,1.2166252479170212,1983
1982-02-23 15:00:00,1982-02-26 07:00:00,65,0.041339058052034,1.652401605332443e-05,0.0538970559679921,0.0689120888710022,0.0037276285968007,1.2129612266177885,1982
1983-12-17 05:00:00,1983-12-20 05:00:00,73,0.0441594437207172,0.0065164674598672,0.0467771896463001,0.0259201843291521,0.0690389998415683,1.1563606083876437,1983
1984-01-19 14:00:00,1984-01-21 17:00:00,52,0.0393193859114076,0.0030087827858515,0.0449606049011442,0.0378932990133762,0.0412646700093086,1.075391932606801,1984
1982-02-06 18:00:00,1982-02-09 10:00:00,65,0.0443443067150906,0.0028858203878626,0.0497843602030237,0.0278980955481529,0.0667780227166541,1.017620063519106,1982
1979-12-19 12:00:00,1979-12-21 10:00:00,47,0.0386793486575974,0.0194299126826226,0.0431505197550588,0.0242350436747074,0.0583823300263983,1.00207061309292,1979
1979-02-18 18:00:00,1979-02-20 10:00:00,41,0.0370800931028363,0.0018021993250586,0.0528900344353919,0.0553162544965744,0.0122047615178087,0.9397161827837108,1979
1997-01-01 00:00:00,1997-01-02 21:00:00,46,0.0396719801876972,0.0022892310619354,0.0419187873006054,0.0430098138749599,0.0351189496986409,0.9350889113659248,1997
1979-11-01 05:00:00,1979-11-03 06:00:00,50,0.0413977945424645,0.0080026843808591,0.0488673491601522,0.0360156968235969,0.0487393379369948,0.9301102728767718,1979
1984-12-14 13:00:00,1984-12-18 09:00:00,93,0.050083854162122,0.0241636949256062,0.0517434567265173,0.0179401151835918,0.0939300385244349,0.9222015629226524,1984
1979-01-15 02:00:00,1979-01-17 21:00:00,68,0.0464902773851485,0.0063039620434865,0.0475044695687871,0.0391563586890697,0.0564942284625895,0.918661137809902,1979
