start,end,duration_hours,mean_cf,min_cf,mean_cf_ma,mean_solar_cf,mean_wind_cf,severity
1982-01-08 13:00:00,1982-01-25 04:00:00,400,0.03914039010276698,0.000980225069448352,0.03994002928049131,0.04268265143036842,0.03430850914818175,8.343843958893208
1982-11-26 14:00:00,1982-12-08 03:00:00,278,0.04410795017471544,0.000663339063688909,0.045030493282412834,0.028034357354044914,0.06603337681673942,4.417989851429106
1982-12-12 13:00:00,1982-12-14 07:00:00,43,0.02101172704901707,0.0008549269661307335,0.03685231149243426,0.020258164033293724,0.022039636969566345,1.676495736892266
1982-01-01 00:00:00,1982-01-02 19:00:00,44,0.022305553231627695,0.0013605536995455623,0.029564243497972452,0.024533597752451897,0.019266349204043125,1.6585556578083813
1982-10-26 18:00:00,1982-10-31 20:00:00,123,0.04668055745750923,0.00048032303131185475,0.04837857453426415,0.060090210288763046,0.028388899374515452,1.6382914327263645
1982-12-22 16:00:00,1982-12-26 11:00:00,92,0.04340920359405535,0.009713656442239881,0.04879316627218989,0.020014552399516106,0.07532105214418248,1.526353269346908
1982-11-02 17:00:00,1982-11-05 03:00:00,59,0.03840779934820075,0.0076142760554394045,0.04841603907814446,0.03975743427872658,0.03656681341693757,1.2739398384561555
1982-02-23 15:00:00,1982-02-26 07:00:00,65,0.04133905805203402,1.652401605332443e-05,0.05389705596799212,0.0689120888710022,0.003727628596800756,1.2129612266177885
1982-02-06 18:00:00,1982-02-09 10:00:00,65,0.044344306715090674,0.002885820387862623,0.049784360203023785,0.027898095548152924,0.0667780227166541,1.017620063519106
1982-12-29 17:00:00,1982-12-31 23:00:00,55,0.04370071457883082,0.007828691749219331,0.04648760315137401,0.028055340051651,0.06504203838870881,0.8964606981643048
1982-02-14 10:00:00,1982-02-16 04:00:00,43,0.05015683666923149,0.0012015423809643836,0.05166773336222399,0.05706612393260002,0.040732103142332526,0.42325602322304573
1982-11-14 11:00:00,1982-11-15 16:00:00,30,0.05602833858304657,0.004450259925797582,0.05517130947874452,0.061754047870635986,0.0482181024519687,0.11914984250860274
1982-10-23 14:00:00,1982-10-24 14:00:00,25,0.058500264679138186,0.022863624796271326,0.0558287446726614,0.039198048412799835,0.08482977843030971,0.037493383021545285
