start,end,duration_hours,mean_cf,min_cf,mean_cf_ma,mean_solar_cf,mean_wind_cf,severity
1980-01-04 12:00:00,1980-01-20 05:00:00,378,0.04005806558190355,0.0028057707524858414,0.04019086303536265,0.03626954182982445,0.04522585052442043,7.538051210040457
1980-02-10 19:00:00,1980-02-18 13:00:00,187,0.041445992093851365,0.0010538164107128977,0.04199017074196141,0.049831096082925797,0.030008152642465653,3.469599478449794
1980-01-23 13:00:00,1980-01-26 04:00:00,64,0.03694715528643905,0.0018655219338834285,0.04286958736265569,0.031325872987508774,0.04461495570362883,1.4753820616679008
1980-12-26 15:00:00,1980-12-28 06:00:00,40,0.02550702424066963,0.003201200416311622,0.04675000499971008,0.017847783863544464,0.03595473371604656,1.3797190303732147
1980-12-20 14:00:00,1980-12-22 14:00:00,49,0.042058018968121974,0.010345199922099708,0.048534952119264965,0.024360958486795425,0.066197969019413,0.8791570705620232
1980-03-08 16:00:00,1980-03-11 03:00:00,60,0.045735433325707946,0.0031329508032649756,0.055795377682896004,0.06410516053438187,0.020677905173060743,0.8558740004575232
1980-01-01 20:00:00,1980-01-04 00:00:00,53,0.05036666553770202,0.023062038827687502,0.05482586698886673,0.029200831428170204,0.07923824942492423,0.5105667265017928
1980-09-23 13:00:00,1980-09-25 09:00:00,45,0.049256494027866055,0.000294470400782302,0.057260473464162555,0.07431010901927948,0.015081701879488662,0.4834577687460274
1980-12-07 04:00:00,1980-12-08 04:00:00,25,0.041810981091809224,0.012279625492170453,0.051262066983668246,0.03667350113391876,0.04881884435072859,0.4547254727047694
1980-11-08 00:00:00,1980-11-10 13:00:00,62,0.054817879690606267,0.0037289552112644343,0.055031628523215005,0.059661347419023514,0.048211061653304604,0.3212914591824113
1980-01-28 11:00:00,1980-01-29 11:00:00,25,0.05119293160139468,0.00994353131018579,0.05442802964835297,0.05805042386054993,0.0418388584351286,0.22017670996513292
1980-10-12 14:00:00,1980-10-13 14:00:00,25,0.05580074939713581,0.006687443425878882,0.05763225198545598,0.05186816304922104,0.06116505854941429,0.10498126507160477
1980-02-07 12:00:00,1980-02-08 13:00:00,26,0.05657807770696056,0.010855624448508024,0.05777967593551454,0.048567771911621094,0.06750467181839842,0.08896997961902546
