start,end,duration_hours,mean_cf,min_cf,mean_cf_ma,mean_solar_cf,mean_wind_cf,severity
1979-11-18 04:00:00,1979-11-22 22:00:00,115,0.03922698461841184,0.0011245006669778376,0.03884978191127339,0.030789941549301147,0.05073566203738781,2.388896768882638
1979-12-23 17:00:00,1979-12-26 16:00:00,72,0.036894703174656845,0.002891333165578544,0.039338886297401315,0.027591027319431305,0.049585533506692724,1.663581371424707
1979-12-19 12:00:00,1979-12-21 10:00:00,47,0.038679348657597444,0.01942991268262267,0.043150519755058875,0.024235043674707413,0.05838233002639832,1.00207061309292
1979-02-18 18:00:00,1979-02-20 10:00:00,41,0.03708009310283632,0.0018021993250586094,0.05289003443539192,0.0553162544965744,0.012204761517808792,0.9397161827837109
1979-11-01 05:00:00,1979-11-03 06:00:00,50,0.04139779454246456,0.008002684380859137,0.048867349160152236,0.036015696823596954,0.04873933793699488,0.9301102728767718
1979-01-15 02:00:00,1979-01-17 21:00:00,68,0.0464902773851485,0.006303962043486535,0.047504469568787136,0.03915635868906975,0.05649422846258956,0.9186611378099019
1979-02-04 22:00:00,1979-02-06 19:00:00,46,0.04007905407391144,0.002081910617183894,0.04637463320535318,0.05587812513113022,0.018528075254660974,0.9163635126000735
1979-01-21 14:00:00,1979-01-23 16:00:00,51,0.044864176322322764,0.008538385498537537,0.05002984626962089,0.037390343844890594,0.05505898919828394,0.7719270075615389
1979-01-04 22:00:00,1979-01-06 10:00:00,37,0.04068891173354505,0.004747773181647062,0.052946327128159665,0.032210785895586014,0.05225363112193473,0.7145102658588329
1979-01-08 17:00:00,1979-01-09 17:00:00,25,0.0324777750876618,0.00889631871203892,0.05031517998223649,0.01852506399154663,0.05151019816068893,0.6880556228084549
1979-12-07 11:00:00,1979-12-09 00:00:00,38,0.04576549629781144,0.014314030420035123,0.049665162366448266,0.026215171441435814,0.07243343617053742,0.5409111406831653
1979-11-13 17:00:00,1979-11-16 13:00:00,69,0.054281194030283614,0.018973182678222657,0.05722584453686278,0.03405478596687317,0.08187136085743602,0.3945976119104305
1979-01-27 11:00:00,1979-01-30 13:00:00,75,0.056368179633643,0.0047817510198801755,0.053534370217025305,0.04932543635368347,0.06597495063188229,0.2723865274767751
1979-09-22 15:00:00,1979-09-24 15:00:00,49,0.056287594812344674,0.003581159119174117,0.05573762347971598,0.07220980525016785,0.034568634756067966,0.18190785419511085
1979-12-30 21:00:00,1979-12-31 23:00:00,27,0.06245659539200931,0.032316190905869006,0.05688275953874898,0.02422752045094967,0.11460358950685948,-0.06632807558425144
1979-02-22 12:00:00,1979-02-24 15:00:00,52,0.061387721458687664,0.0016654577321334328,0.05395414932423874,0.08581932634115219,0.02806138219509987,-0.07216151585175862
