start,end,duration_hours,mean_cf,min_cf,mean_cf_ma,mean_solar_cf,mean_wind_cf,severity
1981-12-20 07:00:00,1981-12-28 19:00:00,205,0.03567852981430176,0.0019378518867306412,0.035775950908979844,0.030386708676815033,0.04289692133030993,4.985901388068139
1981-12-15 20:00:00,1981-12-19 14:00:00,91,0.037993519930490015,0.0034060330325737594,0.03914930676839083,0.02785138040781021,0.05182809002221899,2.0025896863254085
1981-01-20 21:00:00,1981-01-24 08:00:00,84,0.04177154378515789,0.008818654457107186,0.04938193850916151,0.037626881152391434,0.047425127092828145,1.5311903220467369
1981-01-26 21:00:00,1981-01-29 21:00:00,73,0.04057826264293911,0.004665951383882203,0.04419555563224256,0.04709305241703987,0.03169165892486876,1.417786827065445
1981-10-21 22:00:00,1981-10-24 18:00:00,69,0.047513209130843184,0.001807311619631946,0.048563324614283795,0.06195326894521713,0.027815997006094204,0.8615885699718201
1981-02-15 17:00:00,1981-02-17 03:00:00,35,0.03895806287045459,0.004802247237414121,0.05690251849346427,0.054150570183992386,0.01823447506002923,0.7364677995340893
1981-11-08 18:00:00,1981-11-10 01:00:00,32,0.04116913498803912,0.0014375588768161833,0.05494063124056128,0.03565311059355736,0.048693352953550664,0.6025876803827481
1981-01-10 02:00:00,1981-01-11 13:00:00,36,0.04555831400630642,0.012855013020336627,0.048943918817696164,0.036623913794755936,0.05774542689323425,0.5199006957729687
1981-01-06 10:00:00,1981-01-08 03:00:00,42,0.04880441771273332,0.002578220052178949,0.05126779470547825,0.03731565922498703,0.0644758494293436,0.4702144560652005
1981-12-11 04:00:00,1981-12-12 09:00:00,30,0.047487570404806806,0.030595386332657657,0.05557868302338965,0.01876111887395382,0.08667234616710785,0.37537288785579576
1981-10-26 01:00:00,1981-10-27 16:00:00,40,0.052458837030387985,0.005631087166228098,0.05203287821864958,0.06741999089717865,0.03205082652733682,0.3016465187844805
1981-09-28 10:00:00,1981-09-29 09:00:00,24,0.054042741114647776,0.012613499413375393,0.056779644089054955,0.06556179374456406,0.038329985706096005,0.14297421324845333
1981-02-13 07:00:00,1981-02-15 14:00:00,56,0.06661298056571312,0.0008203439377248286,0.05594323265858707,0.09047772735357285,0.03405987946911061,-0.3703269116799347
